59.7846 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
59.7878 	INFO 	Loaded monitor calibration from ['2024_08_09 00:19']
60.8268 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000017954F65B10>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000017954F65ED0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000017954F64F10>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001794EE9D5D0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
60.8270 	EXP 	window1: backgroundImage = ''
60.8271 	EXP 	window1: backgroundFit = 'none'
60.8276 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000017954F66230>
60.8284 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000017954F66230>
60.8581 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000017954F66230>
60.8594 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000017954F66230>
60.8791 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
60.8812 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
60.8829 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
60.8850 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
60.8870 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
60.8880 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
60.8895 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
60.8915 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
60.8923 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
60.8932 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
60.8948 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
60.8964 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
60.8977 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
60.8992 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
60.9005 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
60.9023 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
60.9041 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
60.9050 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
60.9061 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
60.9082 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
60.9097 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
60.9128 	DEBUG 	Uploading Texture Font fontname to graphics card
60.9167 	DEBUG 	Upload of Texture Font fontname complete
60.9202 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000017954F66230>
60.9204 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000017954F66230>
60.9218 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000017954F66230>
60.9229 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000017954F66230>
60.9330 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
60.9351 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
60.9372 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
60.9378 	DEBUG 	Uploading Texture Font fontname to graphics card
60.9389 	DEBUG 	Upload of Texture Font fontname complete
60.9432 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
60.9433 	EXP 	window1: recordFrameIntervals = False
60.9908 	DATA 	Mouse: Left button down, pos=(256,476)
61.1810 	EXP 	window1: recordFrameIntervals = True
61.2790 	WARNING 	t of last frame was 31.62ms (=1/31)
61.4477 	EXP 	Screen (0) actual frame rate measured at 59.43Hz
61.4478 	EXP 	window1: recordFrameIntervals = False
61.4479 	EXP 	window1: mouseVisible = True
61.4489 	EXP 	window1: mouseVisible = True
61.4491 	EXP 	window1: mouseVisible = True
61.4506 	EXP 	window1: mouseVisible = True
61.4519 	EXP 	window1: mouseVisible = True
61.4615 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
61.4627 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
61.4644 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
61.4667 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
61.4687 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
61.4710 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
61.4723 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
61.4742 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
61.4764 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
61.4785 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
61.4793 	DEBUG 	Uploading Texture Font fontname to graphics card
61.4819 	DEBUG 	Upload of Texture Font fontname complete
61.4851 	EXP 	window1: mouseVisible = True
61.4854 	EXP 	window1: mouseVisible = True
61.4867 	EXP 	window1: mouseVisible = True
61.4882 	EXP 	window1: mouseVisible = True
61.6287 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
68.5596 	INFO 	keyboard.Keyboard is using iohub backend.
68.5597 	EXP 	visual search: status = STARTED
68.5602 	EXP 	window1: mouseVisible = True
68.6021 	EXP 	Created fixtion = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixtion', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
68.6028 	EXP 	window1: mouseVisible = True
69.1929 	EXP 	Created target = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.08, italic=False, languageStyle='LTR', name='target', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='T', units='height', win=Window(...), wrapWidth=1)
0.0022 	DATA 	Mouse:  Left button up, pos=(290,319)
0.0362 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.0375 	EXP 	window1: mouseVisible = True
0.0510 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1, ori=115, pos=array([-0.0592804 , -0.38132267]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
0.0513 	EXP 	window1: mouseVisible = True
0.0594 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1, ori=197, pos=array([-0.16323113, -0.09394806]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
0.0598 	EXP 	window1: mouseVisible = True
0.0641 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1, ori=146, pos=array([-0.14424259, -0.0512343 ]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
0.0645 	EXP 	window1: mouseVisible = True
0.0683 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1, ori=175, pos=array([-0.33801719, -0.40373967]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
0.0686 	EXP 	window1: mouseVisible = True
0.0723 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1, ori=321, pos=array([0.43845555, 0.32460473]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
0.0726 	EXP 	window1: mouseVisible = True
0.0763 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1, ori=190, pos=array([ 0.08129712, -0.01849378]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
0.0766 	EXP 	window1: mouseVisible = True
0.0805 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1, ori=305, pos=array([ 0.00575168, -0.08637173]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
0.0808 	EXP 	window1: mouseVisible = True
0.0847 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1, ori=201, pos=array([ 0.38826468, -0.47245164]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
0.0850 	EXP 	window1: mouseVisible = True
0.0887 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1, ori=152, pos=array([0.04808549, 0.37805974]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
0.0890 	EXP 	window1: mouseVisible = True
0.0927 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1, ori=98, pos=array([ 0.36075393, -0.46936799]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
0.1394 	EXP 	distr: autoDraw = True
0.1394 	EXP 	distr: autoDraw = True
0.1394 	EXP 	distr: autoDraw = True
0.1394 	EXP 	distr: autoDraw = True
0.1394 	EXP 	distr: autoDraw = True
0.1394 	EXP 	distr: autoDraw = True
0.1394 	EXP 	distr: autoDraw = True
0.1394 	EXP 	distr: autoDraw = True
0.1394 	EXP 	distr: autoDraw = True
0.1394 	EXP 	distr: autoDraw = True
0.1394 	EXP 	fixtion: autoDraw = True
0.1394 	EXP 	target: autoDraw = True
2.9771 	DATA 	Mouse: Left button down, pos=(448,252)
2.9844 	EXP 	New trial (rep=1, index=0): <Trial 1 (0 in rep 1) data={'thisN': 1, 'thisTrialN': 0, 'thisRepN': 1}>
2.9852 	EXP 	window1: mouseVisible = True
2.9892 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1, ori=63, pos=array([0.41424233, 0.1697154 ]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
2.9895 	EXP 	window1: mouseVisible = True
2.9936 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1, ori=76, pos=array([-0.28912671,  0.32394695]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
2.9940 	EXP 	window1: mouseVisible = True
2.9996 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1, ori=348, pos=array([0.30043084, 0.41449062]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
3.0000 	EXP 	window1: mouseVisible = True
3.0056 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1, ori=48, pos=array([0.2588992 , 0.20622809]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
3.0059 	EXP 	window1: mouseVisible = True
3.0120 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1, ori=271, pos=array([ 0.09140863, -0.35957103]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
3.0315 	EXP 	fixtion: autoDraw = False
3.0315 	EXP 	target: autoDraw = False
3.0315 	EXP 	distr: autoDraw = False
3.0315 	EXP 	distr: autoDraw = False
3.0315 	EXP 	distr: autoDraw = False
3.0315 	EXP 	distr: autoDraw = False
3.0315 	EXP 	distr: autoDraw = False
3.0315 	EXP 	distr: autoDraw = False
3.0315 	EXP 	distr: autoDraw = False
3.0315 	EXP 	distr: autoDraw = False
3.0315 	EXP 	distr: autoDraw = False
3.0315 	EXP 	distr: autoDraw = False
3.0315 	EXP 	distr: autoDraw = True
3.0315 	EXP 	distr: autoDraw = True
3.0315 	EXP 	distr: autoDraw = True
3.0315 	EXP 	distr: autoDraw = True
3.0315 	EXP 	distr: autoDraw = True
3.0315 	EXP 	fixtion: autoDraw = True
3.0315 	EXP 	target: autoDraw = True
3.1780 	DATA 	Mouse:  Left button up, pos=(448,252)
5.7133 	DATA 	Mouse: Left button down, pos=(272,171)
5.7162 	EXP 	New trial (rep=2, index=0): <Trial 2 (0 in rep 2) data={'thisN': 2, 'thisTrialN': 0, 'thisRepN': 2}>
5.7171 	EXP 	window1: mouseVisible = True
5.7231 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1, ori=313, pos=array([ 0.28469835, -0.36691327]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
5.7234 	EXP 	window1: mouseVisible = True
5.7289 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1, ori=295, pos=array([-0.35299778, -0.34142894]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
5.7293 	EXP 	window1: mouseVisible = True
