thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixtion.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
64,0,64,[-0.09],[0.325],[1],[0],[0],[1.9302155999999968],['target'],64,0,64,0,176.80341299999998,,5,176.778821,176.80341299999998,176.80341299999998,0.03917359999991277,178.70995249999999,[-0.09],[0.325],[1],[0],[0],[1.9302155999999968],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
65,0,65,[0.11833333333333333],[-0.1],[1],[0],[0],[1.9788583999999219],['target'],65,0,65,0,178.8065001,,10,178.77517019999993,178.8065001,178.8065001,0.06486430000006749,180.75507919999995,[0.11833333333333333],[-0.1],[1],[0],[0],[1.9788583999999219],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
66,0,66,[0.14666666666666667],[0.265],[1],[0],[0],[1.2865098999999418],['target'],66,0,66,0,180.80247789999999,,5,180.78494039999998,180.80247789999999,180.80247789999999,0.028936799999996765,182.07234169999992,[0.14666666666666667],[0.265],[1],[0],[0],[1.2865098999999418],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
67,0,67,[-0.16666666666666666],[-0.35833333333333334],[1],[0],[0],[2.254359099999988],['target'],67,0,67,0,182.12487609999994,,5,182.10027059999993,182.12487609999994,182.12487609999994,0.02770989999999074,184.35556959999997,[-0.16666666666666666],[-0.35833333333333334],[1],[0],[0],[2.254359099999988],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
68,0,68,[0.021666666666666667],[0.345],[1],[0],[0],[2.2201102999999875],['target'],68,0,68,0,184.4290443,,10,184.40401439999994,184.4290443,184.4290443,0.04822070000000167,186.62504579999995,[0.021666666666666667],[0.345],[1],[0],[0],[2.2201102999999875],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
69,0,69,[-0.4633333333333333],[0.4716666666666667],[1],[0],[0],[2.813026700000023],['target'],69,0,69,0,186.6995907999999,,10,186.67422869999996,186.6995907999999,186.6995907999999,0.04886410000005981,189.4880083999999,[-0.4633333333333333],[0.4716666666666667],[1],[0],[0],[2.813026700000023],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
70,0,70,[-0.24],[0.09166666666666666],[1],[0],[0],[1.7795777000000044],['target'],70,0,70,0,189.5652437,,10,189.5394842999999,189.5652437,189.5652437,0.05115740000007918,191.31982489999996,[-0.24],[0.09166666666666666],[1],[0],[0],[1.7795777000000044],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
71,0,71,[-0.465],[-0.17166666666666666],[1],[0],[0],[2.335574999999949],['target'],71,0,71,0,191.39772819999996,,10,191.37412239999992,191.39772819999996,191.39772819999996,0.05403990000002068,193.71051119999993,[-0.465],[-0.17166666666666666],[1],[0],[0],[2.335574999999949],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
72,0,72,[0.17666666666666667],[-0.07333333333333333],[1],[0],[0],[1.8053479000000152],['target'],72,0,72,0,193.7511836,,5,193.7334007999999,193.7511836,193.7511836,0.022626100000024962,195.53967319999992,[0.17666666666666667],[-0.07333333333333333],[1],[0],[0],[1.8053479000000152],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
73,0,73,[0.22833333333333333],[-0.2866666666666667],[1],[0],[0],[1.9018556999999419],['target'],73,0,73,0,195.61040419999995,,10,195.58541819999994,195.61040419999995,195.61040419999995,0.045461200000090685,197.48795439999992,[0.22833333333333333],[-0.2866666666666667],[1],[0],[0],[1.9018556999999419],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
74,0,74,[-0.075],[-0.25],[1],[0],[0],[2.7430573000000322],['target'],74,0,74,0,197.5351915,,5,197.5166595999999,197.5351915,197.5351915,0.02841179999995802,200.2604298,[-0.075],[-0.25],[1],[0],[0],[2.7430573000000322],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
75,0,75,[0.27],[-0.12666666666666668],[1],[0],[0],[2.2369681999999784],['target'],75,0,75,0,200.3487717999999,,10,200.3178420999999,200.3487717999999,200.3487717999999,0.057219099999997525,202.55557609999994,[0.27],[-0.12666666666666668],[1],[0],[0],[2.2369681999999784],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
76,0,76,[-0.305],[-0.3333333333333333],[1],[0],[0],[2.5175208000000566],['target'],76,0,76,0,202.6309108999999,,10,202.60609749999992,202.6309108999999,202.6309108999999,0.05027989999996407,205.12443329999996,[-0.305],[-0.3333333333333333],[1],[0],[0],[2.5175208000000566],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
77,0,77,[0.22333333333333333],[-0.4116666666666667],[1],[0],[0],[2.4044258999999784],['target'],77,0,77,0,205.1743783999999,,5,205.15177949999998,205.1743783999999,205.1743783999999,0.02706620000003568,207.55716239999992,[0.22333333333333333],[-0.4116666666666667],[1],[0],[0],[2.4044258999999784],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
78,0,78,[0.46166666666666667],[0.365],[1],[0],[0],[2.833436900000038],['target'],78,0,78,0,207.6056845999999,,5,207.58863169999995,207.6056845999999,207.6056845999999,0.031000699999935932,210.4228467999999,[0.46166666666666667],[0.365],[1],[0],[0],[2.833436900000038],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
79,0,79,[-0.135],[0.31666666666666665],[1],[0],[0],[1.8541008999999349],['target'],79,0,79,0,210.4767518,,5,210.4554162999999,210.4767518,210.4767518,0.03227930000002743,212.31037159999994,[-0.135],[0.31666666666666665],[1],[0],[0],[1.8541008999999349],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
80,0,80,[-0.05],[-0.11166666666666666],[1],[0],[0],[2.2062981000000264],['target'],80,0,80,0,212.3956483999999,,10,212.36621689999993,212.3956483999999,212.3956483999999,0.05547850000004928,214.57327859999998,[-0.05],[-0.11166666666666666],[1],[0],[0],[2.2062981000000264],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
81,0,81,[0.10833333333333334],[-0.4033333333333333],[1],[0],[0],[2.217005599999993],['target'],81,0,81,0,214.6236260999999,,5,214.60530099999994,214.6236260999999,214.6236260999999,0.03166750000002594,216.82297719999997,[0.10833333333333334],[-0.4033333333333333],[1],[0],[0],[2.217005599999993],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
82,0,82,[-0.12],[-0.23333333333333334],[1],[0],[0],[3.0293506000000434],['target'],82,0,82,0,216.86153939999997,,5,216.84572089999995,216.86153939999997,216.86153939999997,0.022551499999963198,219.8760284,[-0.12],[-0.23333333333333334],[1],[0],[0],[3.0293506000000434],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
83,0,83,[-0.2916666666666667],[0.3516666666666667],[1],[0],[0],[2.469554099999982],['target'],83,0,83,0,220.11366909999992,,10,220.0715687999999,220.11366909999992,220.11366909999992,0.19522660000006908,222.54187489999993,[-0.2916666666666667],[0.3516666666666667],[1],[0],[0],[2.469554099999982],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
84,0,84,[-0.4],[0.4666666666666667],[1],[0],[0],[2.5138485999999602],['target'],84,0,84,0,222.61261279999997,,10,222.5918360999999,222.61261279999997,222.61261279999997,0.049460899999985486,225.1064965999999,[-0.4],[0.4666666666666667],[1],[0],[0],[2.5138485999999602],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
85,0,85,[-0.25333333333333335],[0.17666666666666667],[1],[0],[0],[1.5837569999999914],['target'],85,0,85,0,225.15501069999993,,5,225.1382296999999,225.15501069999993,225.15501069999993,0.0313839000000371,226.7226829,[-0.25333333333333335],[0.17666666666666667],[1],[0],[0],[1.5837569999999914],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
86,0,86,[0.055],[0.20666666666666667],[1],[0],[0],[2.6957695999999487],['target'],86,0,86,0,226.7616541,,5,226.74473869999997,226.7616541,226.7616541,0.0218717000000197,229.4413601,[0.055],[0.20666666666666667],[1],[0],[0],[2.6957695999999487],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
87,0,87,[-0.045],[-0.08333333333333333],[1],[0],[0],[2.7326949999999215],['target'],87,0,87,0,229.51130519999992,,10,229.4903043999999,229.51130519999992,229.51130519999992,0.04846880000002329,232.2237962999999,[-0.045],[-0.08333333333333333],[1],[0],[0],[2.7326949999999215],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
88,0,88,[-0.3016666666666667],[0.24833333333333332],[1],[0],[0],[3.5450462999999672],['target'],88,0,88,0,232.2979226,,10,232.27631009999993,232.2979226,232.2979226,0.052132799999981216,235.8221092,[-0.3016666666666667],[0.24833333333333332],[1],[0],[0],[3.5450462999999672],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
89,0,89,[0.11166666666666666],[-0.24333333333333335],[1],[0],[0],[2.721704299999942],['target'],89,0,89,0,235.8690067,,5,235.8530457999999,235.8690067,235.8690067,0.03070340000010674,238.57562699999994,[0.11166666666666666],[-0.24333333333333335],[1],[0],[0],[2.721704299999942],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
90,0,90,[0.06833333333333333],[-0.32166666666666666],[1],[0],[0],[1.4815979999999627],['target'],90,0,90,0,238.6489089999999,,10,238.62403319999999,238.6489089999999,238.6489089999999,0.04804899999999179,240.10634749999997,[0.06833333333333333],[-0.32166666666666666],[1],[0],[0],[1.4815979999999627],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
91,0,91,[0.245],[0.36666666666666664],[1],[0],[0],[1.8784653000000162],['target'],91,0,91,0,240.1445819999999,,5,240.12879579999992,240.1445819999999,240.1445819999999,0.02220939999995153,242.00840819999996,[0.245],[0.36666666666666664],[1],[0],[0],[1.8784653000000162],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
92,0,92,[0.22666666666666666],[-0.31666666666666665],[1],[0],[0],[2.984037599999965],['target'],92,0,92,0,242.0604687,,5,242.04041059999997,242.0604687,242.0604687,0.03152379999994537,245.0253492999999,[0.22666666666666666],[-0.31666666666666665],[1],[0],[0],[2.984037599999965],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
93,0,93,[0.22333333333333333],[0.45666666666666667],[1],[0],[0],[3.291114900000025],['target'],93,0,93,0,245.1019326999999,,10,245.08004889999995,245.1019326999999,245.1019326999999,0.05422120000002906,248.37187369999992,[0.22333333333333333],[0.45666666666666667],[1],[0],[0],[3.291114900000025],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
94,0,94,[-0.42833333333333334],[-0.20666666666666667],[1],[0],[0],[2.963690900000074],['target'],94,0,94,0,248.41446539999993,,5,248.39468309999995,248.41446539999993,248.41446539999993,0.02258920000008402,251.3592640999999,[-0.42833333333333334],[-0.20666666666666667],[1],[0],[0],[2.963690900000074],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
95,0,95,[-0.13333333333333333],[-0.13833333333333334],[1],[0],[0],[1.9680855999999949],['target'],95,0,95,0,251.40641259999995,,5,251.39035649999994,251.40641259999995,251.40641259999995,0.03079539999998815,253.35932939999998,[-0.13333333333333333],[-0.13833333333333334],[1],[0],[0],[1.9680855999999949],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
96,0,96,[0.3283333333333333],[-0.23],[1],[0],[0],[2.6735505999999987],['target'],96,0,96,0,253.43795649999993,,10,253.41649969999992,253.43795649999993,253.43795649999993,0.05668690000004517,256.0909165999999,[0.3283333333333333],[-0.23],[1],[0],[0],[2.6735505999999987],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
97,0,97,[0.0033333333333333335],[0.40166666666666667],[1],[0],[0],[2.629923500000018],['target'],97,0,97,0,256.15212139999994,,5,256.1288318999999,256.15212139999994,256.15212139999994,0.037684899999931076,258.7596507999999,[0.0033333333333333335],[0.40166666666666667],[1],[0],[0],[2.629923500000018],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
98,0,98,[-0.4666666666666667],[-0.16],[1],[0],[0],[2.3306804000000056],['target'],98,0,98,0,258.8101051,,5,258.79046819999996,258.8101051,258.8101051,0.030520299999921008,261.1218833999999,[-0.4666666666666667],[-0.16],[1],[0],[0],[2.3306804000000056],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
99,0,99,[-0.3883333333333333],[0.12],[1],[0],[0],[2.1053382000000056],['target'],99,0,99,0,261.1894182,,10,261.16693509999993,261.1894182,261.1894182,0.044863299999974515,263.2729754999999,[-0.3883333333333333],[0.12],[1],[0],[0],[2.1053382000000056],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
100,0,100,[0.08666666666666667],[-0.09666666666666666],[1],[0],[0],[2.727202000000034],['target'],100,0,100,0,263.3111444,,5,263.2961843999999,263.3111444,263.3111444,0.022978200000011384,266.0240621999999,[0.08666666666666667],[-0.09666666666666666],[1],[0],[0],[2.727202000000034],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
101,0,101,[0.15],[0.006666666666666667],[1],[0],[0],[44.705718599999955],['target'],101,0,101,0,266.07280049999997,,5,266.0529716,266.07280049999997,266.07280049999997,0.028729799999950956,310.75937939999994,[0.15],[0.006666666666666667],[1],[0],[0],[44.705718599999955],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
102,0,102,[-0.43666666666666665],[0.315],[1],[0],[0],[2.4644669000000476],['target'],102,0,102,0,310.83323269999994,,10,310.8121708,310.83323269999994,310.83323269999994,0.05259599999999409,313.2774483999999,[-0.43666666666666665],[0.315],[1],[0],[0],[2.4644669000000476],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
103,0,103,[0.3566666666666667],[-0.4166666666666667],[1],[0],[0],[2.7991524000000254],['target'],103,0,103,0,313.3261359999999,,5,313.3097151999999,313.3261359999999,313.3261359999999,0.03164459999993596,316.1095767999999,[0.3566666666666667],[-0.4166666666666667],[1],[0],[0],[2.7991524000000254],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
104,0,104,[0.065],[-0.22833333333333333],[1],[0],[0],[1.643103999999994],['target'],104,0,104,0,316.1481349999999,,5,316.1327111999999,316.1481349999999,316.1481349999999,0.022949299999936557,317.77817759999994,[0.065],[-0.22833333333333333],[1],[0],[0],[1.643103999999994],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
105,0,105,[0.085],[0.11833333333333333],[1],[0],[0],[1.7944502000000284],['target'],105,0,105,0,317.8543158,,10,317.8321107999999,317.8543158,317.8543158,0.05350269999996726,319.62742019999996,[0.085],[0.11833333333333333],[1],[0],[0],[1.7944502000000284],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
106,0,106,[0.2733333333333333],[-0.465],[1],[0],[0],[4.507776499999977],['target'],106,0,106,0,319.7063668999999,,10,319.6850866,319.7063668999999,319.7063668999999,0.057242500000029395,324.19363539999995,[0.2733333333333333],[-0.465],[1],[0],[0],[4.507776499999977],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
107,0,107,[0.41333333333333333],[0.475],[1],[0],[0],[2.9193299999999454],['target'],107,0,107,0,324.24497039999994,,5,324.22487579999995,324.24497039999994,324.24497039999994,0.030889199999933226,327.14744329999996,[0.41333333333333333],[0.475],[1],[0],[0],[2.9193299999999454],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
108,0,108,[-0.041666666666666664],[0.37166666666666665],[1],[0],[0],[6.851227599999902],['target'],108,0,108,0,327.1956871,,5,327.1762106,327.1956871,327.1956871,0.028536799999983486,334.0281862999999,[-0.041666666666666664],[0.37166666666666665],[1],[0],[0],[6.851227599999902],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
109,0,109,[0.345],[-0.018333333333333333],[1],[0],[0],[3.0268221999999696],['target'],109,0,109,0,334.1064796999999,,10,334.08391989999996,334.1064796999999,334.1064796999999,0.05529469999999037,337.1115486,[0.345],[-0.018333333333333333],[1],[0],[0],[3.0268221999999696],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
110,0,110,[0.3433333333333333],[-0.38666666666666666],[1],[0],[0],[2.500824899999998],['target'],110,0,110,0,337.16233009999996,,5,337.1425317999999,337.16233009999996,337.16233009999996,0.030459100000030048,339.64413349999995,[0.3433333333333333],[-0.38666666666666666],[1],[0],[0],[2.500824899999998],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
111,0,111,[-0.36833333333333335],[0.13666666666666666],[1],[0],[0],[1.9419516000000385],['target'],111,0,111,0,339.68326709999997,,5,339.66781449999996,339.68326709999997,339.68326709999997,0.023498700000004646,341.61057389999996,[-0.36833333333333335],[0.13666666666666666],[1],[0],[0],[1.9419516000000385],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
112,0,112,[-0.4816666666666667],[-0.24666666666666667],[1],[0],[0],[2.01533100000006],['target'],112,0,112,0,341.6819830999999,,10,341.66042289999996,341.6819830999999,341.6819830999999,0.049563400000010915,343.6764648999999,[-0.4816666666666667],[-0.24666666666666667],[1],[0],[0],[2.01533100000006],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
113,0,113,[-0.03],[0.12],[1],[0],[0],[1.8117254000000003],['target'],113,0,113,0,343.71403839999994,,5,343.69876739999995,343.71403839999994,343.71403839999994,0.022068999999987682,345.51125119999995,[-0.03],[0.12],[1],[0],[0],[1.8117254000000003],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
114,0,114,[-0.19],[-0.09666666666666666],[1],[0],[0],[1.5825138999999808],['target'],114,0,114,0,345.54968109999993,,5,345.53380029999994,345.54968109999993,345.54968109999993,0.022364200000083656,347.1170717,[-0.19],[-0.09666666666666666],[1],[0],[0],[1.5825138999999808],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
115,0,115,[-0.105],[0.455],[1],[0],[0],[6.002331199999958],['target'],115,0,115,0,347.1962441999999,,10,347.17366749999997,347.1962441999999,347.1962441999999,0.05625079999992977,353.1767600999999,[-0.105],[0.455],[1],[0],[0],[6.002331199999958],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
116,0,116,[-0.275],[0.035],[1],[0],[0],[6.402308299999959],['target'],116,0,116,0,353.2497105,,10,353.22859759999994,353.2497105,353.2497105,0.051602900000034424,359.63194969999995,[-0.275],[0.035],[1],[0],[0],[6.402308299999959],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
117,0,117,[-0.11],[-0.32666666666666666],[1],[0],[0],[2.921886299999983],['target'],117,0,117,0,359.6961632,,10,359.674538,359.6961632,359.6961632,0.041879999999991924,362.5973128999999,[-0.11],[-0.32666666666666666],[1],[0],[0],[2.921886299999983],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
118,0,118,[0.025],[0.04],[1],[0],[0],[2.4087061000000176],['target'],118,0,118,0,362.67280529999994,,10,362.65138279999996,362.67280529999994,362.67280529999994,0.05348489999994399,365.0608282999999,[0.025],[0.04],[1],[0],[0],[2.4087061000000176],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
119,0,119,[0.33666666666666667],[-0.31333333333333335],[1],[0],[0],[2.0567422999999962],['target'],119,0,119,0,365.10683599999993,,5,365.0910517,365.10683599999993,365.10683599999993,0.030010199999992437,367.1488278999999,[0.33666666666666667],[-0.31333333333333335],[1],[0],[0],[2.0567422999999962],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
120,0,120,[0.15333333333333332],[-0.008333333333333333],[1],[0],[0],[1.3888405999999804],['target'],120,0,120,0,367.2263307999999,,10,367.20464979999997,367.2263307999999,367.2263307999999,0.055357099999923776,368.5941971,[0.15333333333333332],[-0.008333333333333333],[1],[0],[0],[1.3888405999999804],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
121,0,121,[0.04666666666666667],[0.04],[1],[0],[0],[3.2163658999999143],['target'],121,0,121,0,368.6678171,,10,368.6464461999999,368.6678171,368.6678171,0.05200590000004013,371.86383609999996,[0.04666666666666667],[0.04],[1],[0],[0],[3.2163658999999143],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
122,0,122,[0.46],[-0.38333333333333336],[1],[0],[0],[4.166535700000054],['target'],122,0,122,0,371.9176445999999,,5,371.8967187999999,371.9176445999999,371.9176445999999,0.032257899999990514,376.0640315999999,[0.46],[-0.38333333333333336],[1],[0],[0],[4.166535700000054],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
123,0,123,[-0.11666666666666667],[0.255],[1],[0],[0],[3.5153007000000116],['target'],123,0,123,0,376.1144475,,5,376.0959552999999,376.1144475,376.1144475,0.03159799999991719,379.61215419999996,[-0.11666666666666667],[0.255],[1],[0],[0],[3.5153007000000116],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
124,0,124,[0.16666666666666666],[-0.14333333333333334],[1],[0],[0],[11.122067600000037],['target'],124,0,124,0,379.66607609999994,,5,379.6424628,379.66607609999994,379.66607609999994,0.029924800000003415,390.76537429999996,[0.16666666666666666],[-0.14333333333333334],[1],[0],[0],[11.122067600000037],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
125,0,125,[0.43166666666666664],[0.13666666666666666],[1],[0],[0],[1.7957924999999477],['target'],125,0,125,0,390.8187514,,5,390.80225199999995,390.8187514,390.8187514,0.03661609999994653,392.5990018,[0.43166666666666664],[0.13666666666666666],[1],[0],[0],[1.7957924999999477],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
126,0,126,[-0.38666666666666666],[0.3],[1],[0],[0],[1.8101758999999902],['target'],126,0,126,0,392.6601996999999,,5,392.63645929999996,392.6601996999999,392.6601996999999,0.03710000000000946,394.44737539999994,[-0.38666666666666666],[0.3],[1],[0],[0],[1.8101758999999902],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
127,0,127,[0.375],[-0.3433333333333333],[1],[0],[0],[2.4083805999999868],['target'],127,0,127,0,394.4860087999999,,5,394.47025659999997,394.4860087999999,394.4860087999999,0.022728499999971064,396.8795034,[0.375],[-0.3433333333333333],[1],[0],[0],[2.4083805999999868],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
128,0,128,[-0.275],[-0.2733333333333333],[1],[0],[0],[2.0281212999999525],['target'],128,0,128,0,396.95463559999996,,10,396.93302659999995,396.95463559999996,396.95463559999996,0.05333680000001095,398.9618460999999,[-0.275],[-0.2733333333333333],[1],[0],[0],[2.0281212999999525],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
129,0,129,[-0.43666666666666665],[0.005],[1],[0],[0],[2.206213600000069],['target'],129,0,129,0,399.0283712999999,,10,399.0070950999999,399.0283712999999,399.0283712999999,0.045006800000010116,401.2141178999999,[-0.43666666666666665],[0.005],[1],[0],[0],[2.206213600000069],['target'],013905,001,2024-10-10_13h40.50.529,visual search,2024.2.1post4,59.42844102558148,2024-10-10 13h41.46.975784 +0530,
