delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.7,1000,exp,100,4,8,space,0.45944850000023507,None,783,1,[1.9097937999999886],[1.9098149000001285],8,4,100,5,692.3727026000001,,692.3603029999999,692.3727026000001,693.3730310999999,693.3730310999999,693.3730310999999,693.8414832000003,space,0.45944850000023507,None,693.8427104000002,694.5565052666668,694.8897343000003,694.8519733000003,694.8527045999999,694.8897343000003,694.8897343000003,694.8897343000003,696.8008676,783,1,[1.9097937999999886],[1.9098149000001285],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.7,400,unexp,101,5,8,space,0.6844601000002513,None,552,1,[3.254065499999797],[3.2540776000000733],8,5,101,2,696.8151581000002,,696.8013567000003,696.8151581000002,697.8154858000003,697.8154858000003,697.8154858000003,698.5089829000003,space,0.6844601000002513,None,698.5101892000002,699.2232998666666,699.5567974999999,699.5218152000002,699.522704,699.5567974999999,699.5567974999999,699.5567974999999,702.8118197000003,552,1,[3.254065499999797],[3.2540776000000733],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.4,1000,exp,102,6,8,space,0.5316938000000846,None,63,1,[2.0196477999998024],[2.019665999999688],8,6,102,10,702.8231648000001,,702.8122052000003,702.8231648000001,703.8234573,703.8234573,703.8234573,704.3594496000001,space,0.5316938000000846,None,704.3607133999999,704.7734473666667,705.1066943000001,705.0719592,705.0728947000002,705.1066943000001,705.1066943000001,705.1066943000001,707.1274027,63,1,[2.0196477999998024],[2.019665999999688],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.1,1000,exp,103,7,8,space,0.5594051000002764,None,563,1,[3.100727800000186],[3.1007368000000497],8,7,103,9,707.1401045000002,,707.1277313999999,707.1401045000002,708.1403604000002,708.1403604000002,708.1403604000002,708.7088598,space,0.5594051000002764,None,708.7101255000002,708.8235852666669,709.1570593000001,709.1218973,709.1227530000001,709.1570593000001,709.1570593000001,709.1570593000001,712.2585211,563,1,[3.100727800000186],[3.1007368000000497],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.1,1000,exp,104,8,8,space,0.5364132999998219,None,903,1,[2.9196965000001],[2.9197174999999334],8,8,104,3,712.2734728,,712.2587591000001,712.2734728,713.2740825000001,713.2740825000001,713.2740825000001,713.8265510000001,space,0.5364132999998219,None,713.8278296000003,713.9405302666667,714.2737063,714.2419899000001,714.2427199000003,714.2737063,714.2737063,714.2737063,717.1946378000002,903,1,[2.9196965000001],[2.9197174999999334],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.7,1000,exp,105,9,8,space,4.402411100000336,None,873,1,[4.4713973000002625],[4.471407699999872],8,9,105,11,717.2071516999999,,717.1951196,717.2071516999999,718.2073739000002,718.2073739000002,718.2073739000002,722.6263091000001,space,4.402411100000336,None,722.6275740000001,723.3409876666667,723.6631468999999,723.6416052,723.6421450000003,723.6631468999999,723.6631468999999,723.6631468999999,728.1353709,873,1,[4.4713973000002625],[4.471407699999872],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.4,1000,exp,106,10,8,space,0.9565173999999388,None,872,1,[3.3100468000002365],[3.3100695000002816],8,10,106,4,728.1496324,,728.1356377000002,728.1496324,729.1497941000002,729.1497941000002,729.1497941000002,730.1189528,space,0.9565173999999388,None,730.1204010000001,730.5246008666666,730.8580350000002,730.8219144,730.8226434000003,730.8580350000002,730.8580350000002,730.8580350000002,734.1693296000003,872,1,[3.3100468000002365],[3.3100695000002816],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.1,400,unexp,107,11,8,space,4.220802599999843,None,729,1,[3.7345086000000265],[3.734536399999797],8,11,107,0,734.1834761,,734.1698081,734.1834761,735.183481,735.183481,735.183481,739.4190960999999,space,4.220802599999843,None,739.4204463000001,739.5250180666669,739.8585353000003,739.8218265,739.8225444,739.8585353000003,739.8585353000003,739.8585353000003,743.594376,729,1,[3.7345086000000265],[3.734536399999797],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.1,1000,exp,108,0,9,space,0.44990029999962644,None,789,1,[3.4010886999999457],[3.4011124999997264],9,0,108,6,743.6085439000003,,743.5948591000001,743.6085439000003,744.6085095000003,744.6085095000003,744.6085095000003,745.0611159,space,0.44990029999962644,None,745.0625058999999,745.1754056666666,745.5086490000003,745.4719466000001,745.4726737999999,745.5086490000003,745.5086490000003,745.5086490000003,748.9111443000002,789,1,[3.4010886999999457],[3.4011124999997264],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.4,1000,exp,109,1,9,space,3.63140999999996,None,462,1,[3.1339222000001428],[3.133945699999913],9,1,109,4,748.9253994000001,,748.9116251,748.9253994000001,749.9254997000003,749.9254997000003,749.9254997000003,753.5607442,space,3.63140999999996,None,753.5620348000002,753.9757399666667,754.3090089000002,754.2721206000001,754.2728300000003,754.3090089000002,754.3090089000002,754.3090089000002,757.4441793999999,462,1,[3.1339222000001428],[3.133945699999913],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.7,1000,exp,110,2,9,space,2.928931200000079,None,571,1,[2.650901099999828],[2.650929100000212],9,2,110,11,757.4590776999999,,757.4446521000004,757.4590776999999,758.4591746000001,758.4591746000001,758.4591746000001,761.3946369999999,space,2.928931200000079,None,761.3958476000003,762.1093430666667,762.4431953999997,762.4117786000002,762.4126864000004,762.4431953999997,762.4431953999997,762.4431953999997,765.0953227000005,571,1,[2.650901099999828],[2.650929100000212],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.1,400,unexp,111,3,9,space,2.1896661000000677,None,492,1,[5.543516899999304],[5.543536600000152],9,3,111,0,765.1093936000002,,765.0958633000005,765.1093936000002,766.1094380999998,766.1094380999998,766.1094380999998,768.3119555999997,space,2.1896661000000677,None,768.3137253,768.4264052666665,768.7596403000002,768.7218641000004,768.7227107000003,768.7596403000002,768.7596403000002,768.7596403000002,774.3045699999998,492,1,[5.543516899999304],[5.543536600000152],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.4,1000,exp,112,4,9,space,5.321676699999443,None,972,1,[3.968944299999748],[3.9689667000002373],9,4,112,7,774.3185859999999,,774.3050745000005,774.3185859999999,775.3190699000002,775.3190699000002,775.3190699000002,780.6457473000005,space,5.321676699999443,None,780.6470037000004,781.0601031666672,781.3937182000004,781.3620538999999,781.3627597999998,781.3937182000004,781.3937182000004,781.3937182000004,785.3640817,972,1,[3.968944299999748],[3.9689667000002373],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.4,1000,exp,113,5,9,space,0.9272084000003815,None,983,1,[3.58679310000025],[3.586810799999512],9,5,113,10,785.3769256999999,,785.3645638000003,785.3769256999999,786.3770520000003,786.3770520000003,786.3770520000003,787.3129365,space,0.9272084000003815,None,787.3141565999999,787.7271068666666,788.0604752000004,788.0219313000002,788.0226532000001,788.0604752000004,788.0604752000004,788.0604752000004,791.6480558999997,983,1,[3.58679310000025],[3.586810799999512],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.1,1000,exp,114,6,9,space,0.739017399999284,None,974,1,[2.6847771000002467],[2.684796599999572],9,6,114,3,791.6603888000004,,791.6483094999999,791.6603888000004,792.6605966000002,792.6605966000002,792.6605966000002,793.4116337,space,0.739017399999284,None,793.412433,793.5272511666669,793.8442633,793.8214216000001,793.8219001000002,793.8442633,793.8442633,793.8442633,796.5301450000002,974,1,[2.6847771000002467],[2.684796599999572],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.7,1000,exp,115,7,9,space,1.3845369000000574,None,093,1,[2.18439219999982],[2.184402300000329],9,7,115,5,796.5444440000006,,796.5305573999999,796.5444440000006,797.5442978000005,797.5442978000005,797.5442978000005,798.9458675000001,space,1.3845369000000574,None,798.9470837000003,799.6610357666666,799.9954178000003,799.9618606999998,799.9626787000002,799.9954178000003,799.9954178000003,799.9954178000003,802.1806191999999,093,1,[2.18439219999982],[2.184402300000329],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.4,400,unexp,116,8,9,space,0.8672407000003659,None,972,1,[3.2837196000000404],[3.283755299999939],9,8,116,1,802.1945052000005,,802.1809027000004,802.1945052000005,803.1945440000004,803.1945440000004,803.1945440000004,804.0645694999998,space,0.8672407000003659,None,804.0658694999997,804.4781880666667,804.8122752000004,804.7817252,804.7824451000001,804.8122752000004,804.8122752000004,804.8122752000004,808.0978043999999,972,1,[3.2837196000000404],[3.283755299999939],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.1,1000,exp,117,9,9,space,2.216833599999518,None,123,1,[2.7050366000003123],[2.7050546999998915],9,9,117,9,808.1110227000004,,808.0984872000004,808.1110227000004,809.1114010000006,809.1114010000006,809.1114010000006,811.3315103999998,space,2.216833599999518,None,811.3327425000002,811.4448624666663,811.7781749000001,811.7418235,811.7425598000004,811.7781749000001,811.7781749000001,811.7781749000001,814.4842758,123,1,[2.7050366000003123],[2.7050546999998915],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.7,400,unexp,118,10,9,space,1.1846040999998877,None,234,1,[2.6240201000000525],[2.624042299999928],9,10,118,2,814.4960137000003,,814.4845832000005,814.4960137000003,815.4950548000002,815.4950548000002,815.4950548000002,816.6973981000006,space,1.1846040999998877,None,816.6987530000001,817.4118000666665,817.7459080000003,817.7119827000001,817.7128141999997,817.7459080000003,817.7459080000003,817.7459080000003,820.3712181000005,234,1,[2.6240201000000525],[2.624042299999928],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.7,1000,exp,119,11,9,space,2.225043800000094,None,735 ,1,[2.9844318999994357],[2.9844647999998415],9,11,119,8,820.3872769000004,,820.3716963000002,820.3872769000004,821.3711472,821.3711472,821.3873174000005,823.6059270000001,space,2.225043800000094,None,823.6071378000001,824.3120410666668,824.6453922000005,824.6118121000004,824.6126612000003,824.6453922000005,824.6453922000005,824.6453922000005,827.6312257000004,735 ,1,[2.9844318999994357],[2.9844647999998415],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.1,1000,exp,120,0,10,space,1.4829554999996617,None,623,1,[2.668906899999456],[2.668927199999416],10,0,120,3,827.6454731999997,,827.6317168,827.6454731999997,828.6456542999999,828.6456542999999,828.6456542999999,830.1318914999997,space,1.4829554999996617,None,830.1336994999997,830.2458035666666,830.5793752000004,830.5417665999998,830.5424634000005,830.5793752000004,830.5793752000004,830.5793752000004,833.2496197000005,623,1,[2.668906899999456],[2.668927199999416],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.4,1000,exp,121,1,10,space,2.297455899999477,None,234,1,[2.4166938999997],[2.4167175000002317],10,1,121,7,833.2624794999997,,833.2501087000005,833.2624794999997,834.2626715000001,834.2626715000001,834.2626715000001,836.5646350000002,space,2.297455899999477,None,836.5658353000003,836.9791992666667,837.3134762000004,837.2821018,837.2828228000003,837.3134762000004,837.3134762000004,837.3134762000004,839.7314062999999,234,1,[2.4166938999997],[2.4167175000002317],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.7,400,unexp,122,2,10,space,3.2812847000004695,None,684 ,1,[5.551076400000056],[5.551092700000481],10,2,122,2,839.7461433000003,,839.7318873999998,839.7461433000003,840.7461639999997,840.7461639999997,840.7461639999997,844.0319684000001,space,3.2812847000004695,None,844.0331745999997,844.7464595666668,845.0795211,845.0416293000003,845.0423397,845.0795211,845.0795211,845.0795211,850.6319805999997,684 ,1,[5.551076400000056],[5.551092700000481],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.1,1000,exp,123,3,10,space,0.5651664999995774,None,567,1,[2.660089699999844],[2.6601207999992766],10,3,123,6,850.6465466000004,,850.6324625000002,850.6465466000004,851.6466332000005,851.6466332000005,851.6466332000005,852.2157309999998,space,0.5651664999995774,None,852.2170416000004,852.3300110666667,852.6631334999997,852.6317364000001,852.6324598000006,852.6631334999997,852.6631334999997,852.6631334999997,855.3245755000003,567,1,[2.660089699999844],[2.6601207999992766],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.4,400,unexp,124,4,10,space,0.43928739999955724,None,478,1,[2.603075300000455],[2.603095800000119],10,4,124,1,855.3388227,,855.3250739,855.3388227,856.3388731999999,856.3388731999999,856.3388731999999,856.7911088000005,space,0.43928739999955724,None,856.7928324,857.196552066667,857.5196496000003,857.4916011999999,857.4923838,857.5196496000003,857.5196496000003,857.5196496000003,860.1238735000002,478,1,[2.603075300000455],[2.603095800000119],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.4,1000,exp,125,5,10,space,0.40430990000004385,None,34 ,1,[2.2675013999996736],[2.267524599999888],10,5,125,10,860.1389898000002,,860.1244406000001,860.1389898000002,861.1389282000005,861.1389282000005,861.1389282000005,861.5573793999997,space,0.40430990000004385,None,861.5586020000005,861.9637184666669,862.2970777000005,862.2616433999997,862.2626062000004,862.2970777000005,862.2970777000005,862.2970777000005,864.565752,34 ,1,[2.2675013999996736],[2.267524599999888],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.1,400,unexp,126,6,10,space,1.770121200000176,None,475,1,[2.6857237000003806],[2.6857346000006146],10,6,126,0,864.5805352000002,,864.5662211000003,864.5805352000002,865.5805368000006,865.5805368000006,865.5805368000006,867.3662049999998,space,1.770121200000176,None,867.3676472000002,867.4804920666663,867.8140213000001,867.7816173000006,867.7823399000004,867.8140213000001,867.8140213000001,867.8140213000001,870.5005531000002,475,1,[2.6857237000003806],[2.6857346000006146],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.4,1000,exp,127,7,10,space,3.069171400000414,None,894,1,[2.4858921000004557],[2.4859091999996963],10,7,127,4,870.5136929000005,,870.5008979999998,870.5136929000005,871.5141940999997,871.5141940999997,871.5141940999997,874.5998356000005,space,3.069171400000414,None,874.6011752,875.014511066667,875.3476118000003,875.3116802,875.3123983,875.3476118000003,875.3476118000003,875.3476118000003,877.8348373000003,894,1,[2.4858921000004557],[2.4859091999996963],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.7,1000,exp,128,8,10,space,0.9251743000004353,None,365,1,[1.6608072999997603],[1.660832599999594],10,8,128,11,877.8475929000001,,877.8353043000002,877.8475929000001,878.8479761000003,878.8479761000003,878.8479761000003,879.7826783000005,space,0.9251743000004353,None,879.7838619999998,880.4978983666667,880.8385755000004,880.8017187,880.8026999999997,880.8385755000004,880.8385755000004,880.8385755000004,882.5006567000005,365,1,[1.6608072999997603],[1.660832599999594],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.7,1000,exp,129,9,10,space,0.34916449999946053,None,577,1,[2.1413687000003847],[2.141385099999752],10,9,129,5,882.514576,,882.5011399,882.514576,883.5146877000002,883.5146877000002,883.5146877000002,883.8671337000001,space,0.34916449999946053,None,883.8683427999999,884.5817031666663,884.9146891000005,884.8816757,884.8828859999999,884.9146891000005,884.9146891000005,884.9146891000005,887.0568586000004,577,1,[2.1413687000003847],[2.141385099999752],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.7,1000,exp,130,10,10,space,0.4851287000001321,None,983,1,[1.5341417999998157],[1.5341656000000512],10,10,130,8,887.0733557999997,,887.0570998999997,887.0733557999997,888.0573539000002,888.0573539000002,888.0735087999997,888.5586974000003,space,0.4851287000001321,None,888.5599236000003,889.265039366667,889.5982762999997,889.5618294999999,889.5633055000003,889.5982762999997,889.5982762999997,889.5982762999997,891.1337784000002,983,1,[1.5341417999998157],[1.5341656000000512],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.1,1000,exp,131,11,10,space,0.2931063999994876,None,482,1,[1.8584545000003345],[1.8584743000001254],10,11,131,9,891.1482902000002,,891.1342576000002,891.1482902000002,892.1484062000004,892.1484062000004,892.1484062000004,892.4506633000005,space,0.2931063999994876,None,892.4522622,892.565075766667,892.8984833,892.8616674,892.8623945000004,892.8984833,892.8984833,892.8984833,894.7581765,482,1,[1.8584545000003345],[1.8584743000001254],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.7,400,unexp,132,0,11,space,0.8589155999998184,None,9,1,[2.3934056999996756],[2.3934204999995927],11,0,132,2,894.7738234000003,,894.7586670000005,894.7738234000003,895.7737735000005,895.7737735000005,895.7737735000005,896.6416998,space,0.8589155999998184,None,896.6423366000004,897.356954366667,897.6816814999997,897.6516033000003,897.6523676000002,897.6816814999997,897.6816814999997,897.6816814999997,900.0759113999998,9,1,[2.3934056999996756],[2.3934204999995927],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.7,1000,exp,133,1,11,space,2.9788649000001897,None,48,1,[2.1350712000003114],[2.1350806000000375],11,1,133,8,900.0906938000003,,900.0762034000004,900.0906938000003,901.0908314000003,901.0908314000003,901.0908314000003,904.0844984999999,space,2.9788649000001897,None,904.0858309999999,904.7989439666669,905.1360471000003,905.1016180000001,905.1023885999998,905.1360471000003,905.1360471000003,905.1360471000003,907.2718375999998,48,1,[2.1350712000003114],[2.1350806000000375],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.4,1000,exp,134,2,11,space,0.9045882000000347,None,861,1,[2.1600705000000744],[2.160092299999633],11,2,134,7,907.2909284000002,,907.2721901999998,907.2909284000002,908.2744662999999,908.2744662999999,908.2909338000004,909.1927362000001,space,0.9045882000000347,None,909.1938293999997,909.5991743666671,909.9323727000005,909.9016536000004,909.9023916000001,909.9323727000005,909.9323727000005,909.9323727000005,912.0937397000002,861,1,[2.1600705000000744],[2.160092299999633],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.4,1000,exp,135,3,11,space,1.472577999999885,None,56,1,[1.9261243000000832],[1.926146300000255],11,3,135,4,912.1079794000002,,912.0942244000003,912.1079794000002,913.1080329000001,913.1080329000001,913.1080329000001,914.5934715999997,space,1.472577999999885,None,914.5947016000005,914.9994680666666,915.3328747,915.3016161999999,915.3023537000004,915.3328747,915.3328747,915.3328747,917.2602896000003,56,1,[1.9261243000000832],[1.926146300000255],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.7,1000,exp,136,4,11,space,0.9873641000003772,None,78,1,[1.4507609000002049],[1.45079750000059],11,4,136,11,917.2749294999999,,917.2607617999997,917.2749294999999,918.2749092999998,918.2749092999998,918.2749092999998,919.2767639999997,space,0.9873641000003772,None,919.2779821999998,919.9829001666665,920.3166051000003,920.2816044000006,920.2825027000004,920.3166051000003,920.3166051000003,920.3166051000003,921.7690642000002,78,1,[1.4507609000002049],[1.45079750000059],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.1,1000,exp,137,5,11,space,2.433168399999886,None,274,1,[3.3739159999995536],[3.373930599999767],11,5,137,9,921.7828771,,921.7697675000004,921.7828771,922.7831613000003,922.7831613000003,922.7831613000003,925.2180518999999,space,2.433168399999886,None,925.2189512999998,925.3331896666666,925.6665545000001,925.6315411999999,925.6326567000001,925.6665545000001,925.6665545000001,925.6665545000001,929.0413985,274,1,[3.3739159999995536],[3.373930599999767],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.4,400,unexp,138,6,11,space,0.4054996000004394,None,450,1,[2.523200999999972],[2.523211900000206],11,6,138,1,929.0585058000001,,929.0417901000005,929.0585058000001,930.0420300999999,930.0420300999999,930.0585492000005,930.4605962999999,space,0.4054996000004394,None,930.4614938,930.8752623666667,931.1999077000005,931.1716325000002,931.1722123000004,931.1999077000005,931.1999077000005,931.1999077000005,933.7239655999997,450,1,[2.523200999999972],[2.523211900000206],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.1,1000,exp,139,7,11,space,1.039625800000067,None,8,1,[4.900889700000334],[4.9009154000004855],11,7,139,3,933.7418144999997,,933.7241913000003,933.7418144999997,934.7255465000003,934.7255465000003,934.7421016000003,935.7777008999997,space,1.039625800000067,None,935.7789407000005,935.8836375666667,936.2168446000001,936.1817083000001,936.1825610000001,936.2168446000001,936.2168446000001,936.2168446000001,941.1192083999999,8,1,[4.900889700000334],[4.9009154000004855],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.4,1000,exp,140,8,11,space,0.5724226000002091,None,367,1,[2.7674237999999605],[2.76745259999916],11,8,140,10,941.1340279000001,,941.1196894,941.1340279000001,942.1339743000003,942.1339743000003,942.1339743000003,942.7194319000005,space,0.5724226000002091,None,942.7206922999999,943.1339468666672,943.4673714000005,943.4314470000004,943.4322150000003,943.4673714000005,943.4673714000005,943.4673714000005,946.2361909000006,367,1,[2.7674237999999605],[2.76745259999916],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.1,400,unexp,141,9,11,space,1.1384330999999293,None,497,1,[4.454699500000061],[4.45471869999983],11,9,141,0,946.2507895000003,,946.2366730999997,946.2507895000003,947.2508122000004,947.2508122000004,947.2508122000004,948.4034105000005,space,1.1384330999999293,None,948.4045920000003,948.5175764666672,948.8516389000001,948.8214107999997,948.8223604,948.8516389000001,948.8516389000001,948.8516389000001,953.3072527999998,497,1,[4.454699500000061],[4.45471869999983],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.7,1000,exp,142,10,11,space,1.1983220000001893,None,412,1,[4.318390700000236],[4.3184119999996256],11,10,142,5,953.3186077000005,,953.3075515000005,953.3186077000005,954.3178426999998,954.3178426999998,954.3178426999998,955.5206240000002,space,1.1983220000001893,None,955.5219330000004,956.2345293666665,956.5696971000002,956.5315769000003,956.5322933000002,956.5696971000002,956.5696971000002,956.5696971000002,960.8893788999999,412,1,[4.318390700000236],[4.3184119999996256],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.1,1000,exp,143,11,11,space,1.5302975000004153,None,305,1,[4.2306899000004705],[4.230699400000049],11,11,143,6,960.9017349999999,,960.8898501999997,960.9017349999999,961.9019168,961.9019168,961.9019168,963.4367377000003,space,1.5302975000004153,None,963.4381568000003,963.5515329666666,963.8930826999999,963.8517398999998,963.8527706999998,963.8930826999999,963.8930826999999,963.8930826999999,968.1246170999998,305,1,[4.2306899000004705],[4.230699400000049],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.4,1000,exp,144,0,12,space,0.8645784999998796,None,254,1,[2.751145500000348],[2.7511700000004566],12,0,144,10,968.1435796999999,,968.1248493999997,968.1435796999999,969.1297030999999,969.1297030999999,969.1518175000006,970.0040745000001,space,0.8645784999998796,None,970.0053031000002,970.4183168666666,970.7516566999998,970.7215546000002,970.7223072000002,970.7516566999998,970.7516566999998,970.7516566999998,973.5040909000004,254,1,[2.751145500000348],[2.7511700000004566],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.1,1000,exp,145,1,12,space,0.8620602999999392,None,305,1,[3.836560200000349],[3.836572100000012],12,1,145,9,973.5185975999998,,973.5045771999999,973.5185975999998,974.5186675,974.5186675,974.5186675,975.3869434000003,space,0.8620602999999392,None,975.3881888000001,975.5018702666664,975.8354215000004,975.8016891000002,975.8025971000002,975.8354215000004,975.8354215000004,975.8354215000004,979.6727284000003,305,1,[3.836560200000349],[3.836572100000012],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
0.4,1000,exp,146,2,12,space,1.3456032999993113,None,947,1,[4.937795100000585],[4.937815000000228],12,2,146,7,979.6852628000001,,979.6729578999998,979.6852628000001,980.6856997999998,980.6856997999998,980.6856997999998,982.0376855,space,1.3456032999993113,None,982.038924,982.4524026666666,982.7897924000004,982.7514736999997,982.7524558999999,982.7897924000004,982.7897924000004,982.7897924000004,987.7289866000006,947,1,[4.937795100000585],[4.937815000000228],052167,001,2024-11-13_13h45.43.780,intentional_binding,2024.2.1post4,60.9114299078454,2024-11-13 13h45.53.332322 +0530,
