9.0132 	INFO 	Loaded monitor calibration from ['2024_08_09 00:19']
9.0382 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
9.4126 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000242203F2080>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000242203F0B20>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000242203F0760>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000024226644760>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.4126 	EXP 	window1: backgroundImage = ''
9.4127 	EXP 	window1: backgroundFit = 'none'
9.4146 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000242203F21A0>
9.4158 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000242203F21A0>
9.4230 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000242203F21A0>
9.4244 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000242203F21A0>
9.5031 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000242203F21A0>
9.5037 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000242203F21A0>
9.5052 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000242203F21A0>
9.5074 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000242203F21A0>
9.5327 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.5328 	EXP 	window1: recordFrameIntervals = False
9.8263 	EXP 	window1: recordFrameIntervals = True
9.9342 	WARNING 	t of last frame was 22.69ms (=1/44)
10.0341 	WARNING 	t of last frame was 33.72ms (=1/29)
10.2007 	EXP 	Screen (0) actual frame rate measured at 60.14Hz
10.2007 	EXP 	window1: recordFrameIntervals = False
10.2010 	EXP 	window1: mouseVisible = False
14.1158 	INFO 	keyboard.Keyboard is using iohub backend.
14.1159 	INFO 	keyboard.Keyboard is using iohub backend.
14.1159 	EXP 	delay_discounting: status = STARTED
14.1161 	EXP 	window1: mouseVisible = False
14.1217 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
14.1219 	EXP 	window1: mouseVisible = False
14.1573 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
0.0361 	EXP 	Imported discounting.xlsx as conditions, 7 conditions, 3 params
0.0390 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'reward_today': 67, 'future_reward': 75, 'delay': 119, 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.2350 	EXP 	text: height = 0.05
0.2350 	EXP 	text: height = 0.05
0.2350 	EXP 	text: height = 0.05
0.2350 	EXP 	text: text = 'GBP 67 today or  GBP 75 after 119 days'
0.2350 	EXP 	fixation: autoDraw = True
1.0028 	INFO 	Keyboard events cleared
1.0022 	EXP 	text: autoDraw = True
1.2349 	EXP 	fixation: autoDraw = False
1.4612 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'reward_today': 78, 'future_reward': 80, 'delay': 162, 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
1.4737 	DATA 	Keypress: t
1.4846 	EXP 	fixation: autoDraw = False
1.4846 	EXP 	text: autoDraw = False
1.4846 	EXP 	text: height = 0.05
1.4846 	EXP 	text: height = 0.05
1.4846 	EXP 	text: height = 0.05
1.4846 	EXP 	text: text = 'GBP 78 today or  GBP 80 after 162 days'
1.4846 	EXP 	fixation: autoDraw = True
2.4552 	DATA 	Keypress: l
2.4690 	INFO 	Keyboard events cleared
2.4683 	EXP 	text: autoDraw = True
2.4849 	EXP 	fixation: autoDraw = False
3.7873 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'reward_today': 11, 'future_reward': 30, 'delay': 7, 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
3.7999 	DATA 	Keypress: l
3.8185 	EXP 	fixation: autoDraw = False
3.8185 	EXP 	text: autoDraw = False
3.8185 	EXP 	text: height = 0.05
3.8185 	EXP 	text: height = 0.05
3.8185 	EXP 	text: height = 0.05
3.8185 	EXP 	text: text = 'GBP 11 today or  GBP 30 after 7 days'
3.8185 	EXP 	fixation: autoDraw = True
4.8025 	INFO 	Keyboard events cleared
4.8018 	EXP 	text: autoDraw = True
4.8184 	EXP 	fixation: autoDraw = False
5.2383 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'reward_today': 49, 'future_reward': 60, 'delay': 89, 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
5.2502 	DATA 	Keypress: t
5.2686 	EXP 	fixation: autoDraw = False
5.2686 	EXP 	text: autoDraw = False
5.2686 	EXP 	text: height = 0.05
5.2686 	EXP 	text: height = 0.05
5.2686 	EXP 	text: height = 0.05
5.2686 	EXP 	text: text = 'GBP 49 today or  GBP 60 after 89 days'
5.2686 	EXP 	fixation: autoDraw = True
6.2526 	INFO 	Keyboard events cleared
6.2518 	EXP 	text: autoDraw = True
6.2686 	EXP 	fixation: autoDraw = False
6.7038 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'reward_today': 15, 'future_reward': 35, 'delay': 13, 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
6.7127 	DATA 	Keypress: l
6.7229 	EXP 	fixation: autoDraw = False
6.7229 	EXP 	text: autoDraw = False
6.7229 	EXP 	text: height = 0.05
6.7229 	EXP 	text: height = 0.05
6.7229 	EXP 	text: height = 0.05
6.7229 	EXP 	text: text = 'GBP 15 today or  GBP 35 after 13 days'
6.7229 	EXP 	fixation: autoDraw = True
7.7112 	INFO 	Keyboard events cleared
7.7106 	EXP 	text: autoDraw = True
7.7271 	EXP 	fixation: autoDraw = False
8.4125 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'reward_today': 40, 'future_reward': 55, 'delay': 62, 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
8.4220 	DATA 	Keypress: t
8.4352 	EXP 	fixation: autoDraw = False
8.4352 	EXP 	text: autoDraw = False
8.4352 	EXP 	text: height = 0.05
8.4352 	EXP 	text: height = 0.05
