thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.tilt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
63,0,63,up,0,1.718787699996028,None,-2,63,0,63,0,118.12191300000995,,118.1101706000045,118.12191300000995,119.12206259998493,119.12206259998493,120.84308889997192,up,0,1.718787699996028,None,-2,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
64,0,64,down,0,0.602419100003317,None,0,64,0,64,0,120.85600099997828,,120.84333249996416,120.85600099997828,121.85555249999743,121.85555249999743,122.46021689998452,down,0,0.602419100003317,None,0,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
65,0,65,down,1,0.6556476000114344,None,-4,65,0,65,0,122.47203579999041,,122.46050909999758,122.47203579999041,123.47229849995347,123.47229849995347,124.14322649996029,down,1,0.6556476000114344,None,-4,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
66,0,66,down,0,0.5901297999662347,None,0,66,0,66,0,124.15547339996556,,124.14349009998841,124.15547339996556,125.15569789998699,125.15569789998699,125.75992599996971,down,0,0.5901297999662347,None,0,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
67,0,67,up,0,0.45205279998481274,None,4,67,0,67,0,125.77230519999284,,125.7602175999782,125.77230519999284,126.77279959997395,126.77279959997395,127.227016299963,up,0,0.45205279998481274,None,4,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
68,0,68,up,0,1.046602999966126,None,1,68,0,68,0,127.23883139999816,,127.22731170000043,127.23883139999816,128.23917699995218,128.23917699995218,129.2934186999919,up,0,1.046602999966126,None,1,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
69,0,69,down,1,0.6812495999620296,None,4,69,0,69,0,129.30566359998193,,129.29370669997297,129.30566359998193,130.30593400000362,130.30593400000362,130.99355600000126,down,1,0.6812495999620296,None,4,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
70,0,70,down,1,1.163121499994304,None,1,70,0,70,0,131.00572570000077,,130.99384989996906,131.00572570000077,132.006040200009,132.006040200009,133.17705399997067,down,1,1.163121499994304,None,1,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
71,0,71,down,1,0.9161669000168331,None,-3,71,0,71,0,133.18923029996222,,133.17734870000277,133.18923029996222,134.18937459995504,134.18937459995504,135.11036910000257,down,1,0.9161669000168331,None,-3,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
72,0,72,down,0,0.8538910000352189,None,0,72,0,72,0,135.1224227999919,,135.1106227999553,135.1224227999919,136.12271379999584,136.12271379999584,136.99327869998524,down,0,0.8538910000352189,None,0,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
73,0,73,up,1,0.7937780999927782,None,0,73,0,73,0,137.0058386999881,,136.99353179999162,137.0058386999881,138.00631119997706,138.00631119997706,138.810960599978,up,1,0.7937780999927782,None,0,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
74,0,74,down,1,0.5328246999997646,None,-4,74,0,74,0,138.822820100002,,138.81125689996406,138.822820100002,139.82298609998543,139.82298609998543,140.36059090000344,down,1,0.5328246999997646,None,-4,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
75,0,75,up,1,0.5395570999826305,None,0,75,0,75,0,140.3728403999703,,140.36085609998554,140.3728403999703,141.3730424999958,141.3730424999958,141.927250299952,up,1,0.5395570999826305,None,0,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
76,0,76,up,0,0.6538059000158682,None,-2,76,0,76,0,141.93957309995312,,141.9275348999654,141.93957309995312,142.93976519996068,142.93976519996068,143.61054399999557,up,0,0.6538059000158682,None,-2,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
77,0,77,down,0,0.7590209000045434,None,0,77,0,77,0,143.6228558999719,,143.61080929997843,143.6228558999719,144.62314979999792,144.62314979999792,145.39436069998192,down,0,0.7590209000045434,None,0,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
78,0,78,down,1,0.8158891000202857,None,-5,78,0,78,0,145.4063651000033,,145.39464799995767,145.4063651000033,146.40657319995807,146.40657319995807,147.22756929998286,down,1,0.8158891000202857,None,-5,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
79,0,79,down,1,1.0589421999757178,None,-5,79,0,79,0,147.2398017999949,,147.2278612999944,147.2398017999949,148.23995590000413,148.23995590000413,149.31100929999957,down,1,1.0589421999757178,None,-5,775252,001,2024-09-18_15h16.03.336,signaldetection,2024.2.1post4,59.87403698979117,2024-09-18 15h16.16.744014 +0530,
