thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixtion.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
13,0,13,[0.12833333333333333],[-0.46166666666666667],[1],[0],[0],[2.7002190000002884],['target'],13,0,13,0,32.61616509999999,,5,32.60457070000007,32.61616509999999,32.61616509999999,0.014812299999903189,35.3051753000002,[0.12833333333333333],[-0.46166666666666667],[1],[0],[0],[2.7002190000002884],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
14,0,14,[0.008333333333333333],[0.18166666666666667],[1],[0],[0],[3.490519100000256],['target'],14,0,14,0,35.34568830000012,,10,35.331234800000175,35.34568830000012,35.34568830000012,0.025919600000179344,38.82213990000014,[0.008333333333333333],[0.18166666666666667],[1],[0],[0],[3.490519100000256],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
15,0,15,[-0.10166666666666667],[0.07166666666666667],[1],[0],[0],[1.5714782999998533],['target'],15,0,15,0,38.84977920000006,,5,38.83523519999994,38.84977920000006,38.84977920000006,0.012938600000325096,40.407126599999856,[-0.10166666666666667],[0.07166666666666667],[1],[0],[0],[1.5714782999998533],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
16,0,16,[0.11166666666666666],[-0.045],[1],[0],[0],[1.5513865999996597],['target'],16,0,16,0,40.43314350000014,,5,40.42080420000025,40.43314350000014,40.43314350000014,0.013529299999845534,41.972607299999936,[0.11166666666666666],[-0.045],[1],[0],[0],[1.5513865999996597],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
17,0,17,[0.38],[0.018333333333333333],[1],[0],[0],[2.6670820999997886],['target'],17,0,17,0,42.00237859999993,,5,41.988335300000244,42.00237859999993,42.00237859999993,0.015588100000059057,44.65582299999983,[0.38],[0.018333333333333333],[1],[0],[0],[2.6670820999997886],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
18,0,18,[-0.36333333333333334],[-0.085],[1],[0],[0],[2.7749313999997867],['target'],18,0,18,0,44.69633420000014,,10,44.681724299999814,44.69633420000014,44.69633420000014,0.025766299999759212,47.45706159999986,[-0.36333333333333334],[-0.085],[1],[0],[0],[2.7749313999997867],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
19,0,19,[-0.3566666666666667],[-0.22],[1],[0],[0],[2.051316599999609],['target'],19,0,19,0,47.48350629999982,,5,47.47173360000011,47.48350629999982,47.48350629999982,0.014447099999870261,49.523430899999994,[-0.3566666666666667],[-0.22],[1],[0],[0],[2.051316599999609],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
20,0,20,[-0.041666666666666664],[0.24833333333333332],[1],[0],[0],[2.356875200000104],['target'],20,0,20,0,49.56356230000006,,10,49.5490828999998,49.56356230000006,49.56356230000006,0.025521799999751238,51.906346299999996,[-0.041666666666666664],[0.24833333333333332],[1],[0],[0],[2.356875200000104],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
21,0,21,[0.24833333333333332],[0.16833333333333333],[1],[0],[0],[1.4224798000000192],['target'],21,0,21,0,51.948744300000044,,10,51.93431020000003,51.948744300000044,51.948744300000044,0.02775549999978466,53.35719619999986,[0.24833333333333332],[0.16833333333333333],[1],[0],[0],[1.4224798000000192],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
22,0,22,[0.04666666666666667],[0.10666666666666667],[1],[0],[0],[1.9777619999999843],['target'],22,0,22,0,53.39182020000021,,5,53.37896190000015,53.39182020000021,53.39182020000021,0.02156189999959679,55.357119399999874,[0.04666666666666667],[0.10666666666666667],[1],[0],[0],[1.9777619999999843],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
23,0,23,[0.16833333333333333],[0.445],[1],[0],[0],[1.8345604999999523],['target'],23,0,23,0,55.383811299999934,,5,55.37146409999991,55.383811299999934,55.383811299999934,0.014162899999973888,57.206410800000185,[0.16833333333333333],[0.445],[1],[0],[0],[1.8345604999999523],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
24,0,24,[0.2916666666666667],[-0.36833333333333335],[1],[0],[0],[3.8733492999999726],['target'],24,0,24,0,57.24764990000017,,10,57.23307339999997,57.24764990000017,57.24764990000017,0.026532000000315747,61.106817099999944,[0.2916666666666667],[-0.36833333333333335],[1],[0],[0],[3.8733492999999726],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
25,0,25,[0.01],[-0.035],[1],[0],[0],[6.222183400000176],['target'],25,0,25,0,61.14911229999984,,10,61.13461979999988,61.14911229999984,61.14911229999984,0.027585300000282587,67.35717679999993,[0.01],[-0.035],[1],[0],[0],[6.222183400000176],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
26,0,26,[-0.19833333333333333],[0.21166666666666667],[1],[0],[0],[2.1530619999998635],['target'],26,0,26,0,67.38423579999994,,5,67.37026230000015,67.38423579999994,67.38423579999994,0.012913399999888497,69.52371640000024,[-0.19833333333333333],[0.21166666666666667],[1],[0],[0],[2.1530619999998635],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
27,0,27,[0.36333333333333334],[0.3233333333333333],[1],[0],[0],[2.6696852999998555],['target'],27,0,27,0,69.55102790000024,,5,69.53689539999982,69.55102790000024,69.55102790000024,0.013050400000338414,72.20695480000018,[0.36333333333333334],[0.3233333333333333],[1],[0],[0],[2.6696852999998555],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
28,0,28,[-0.3566666666666667],[0.19],[1],[0],[0],[2.119638699999996],['target'],28,0,28,0,72.23466220000023,,5,72.22047769999995,72.23466220000023,72.23466220000023,0.013382500000261643,74.34048450000023,[-0.3566666666666667],[0.19],[1],[0],[0],[2.119638699999996],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
29,0,29,[-0.18666666666666668],[-0.20666666666666667],[1],[0],[0],[2.220222499999636],['target'],29,0,29,0,74.36788790000014,,5,74.35360270000024,74.36788790000014,74.36788790000014,0.012985300000309508,76.57421970000019,[-0.18666666666666668],[-0.20666666666666667],[1],[0],[0],[2.220222499999636],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
30,0,30,[-0.041666666666666664],[0.23],[1],[0],[0],[1.9339829000000464],['target'],30,0,30,0,76.60138530000017,,5,76.58980339999994,76.60138530000017,76.60138530000017,0.015409099999942555,78.52422219999994,[-0.041666666666666664],[0.23],[1],[0],[0],[1.9339829000000464],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
31,0,31,[0.41333333333333333],[0.37333333333333335],[1],[0],[0],[2.0896795000003294],['target'],31,0,31,0,78.56476369999996,,10,78.5501554,78.56476369999996,78.56476369999996,0.0258017999999538,80.6402142999998,[0.41333333333333333],[0.37333333333333335],[1],[0],[0],[2.0896795000003294],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
32,0,32,[0.05],[0.05333333333333334],[1],[0],[0],[2.302408600000035],['target'],32,0,32,0,80.66814039999986,,5,80.65345279999997,80.66814039999986,80.66814039999986,0.013068900000234862,82.95624340000018,[0.05],[0.05333333333333334],[1],[0],[0],[2.302408600000035],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
33,0,33,[-0.14166666666666666],[0.13833333333333334],[1],[0],[0],[1.5746024000000034],['target'],33,0,33,0,82.99892879999993,,10,82.98445670000024,82.99892879999993,82.99892879999993,0.0280283000001873,84.55952249999996,[-0.14166666666666666],[0.13833333333333334],[1],[0],[0],[1.5746024000000034],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
34,0,34,[-0.018333333333333333],[-0.3933333333333333],[1],[0],[0],[3.2526474999999664],['target'],34,0,34,0,84.60318710000024,,10,84.58811900000023,84.60318710000024,84.60318710000024,0.02831130000004123,87.84115839999981,[-0.018333333333333333],[-0.3933333333333333],[1],[0],[0],[3.2526474999999664],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
35,0,35,[-0.465],[0.12166666666666667],[1],[0],[0],[2.187658199999987],['target'],35,0,35,0,87.88372270000013,,10,87.86923069999989,87.88372270000013,87.88372270000013,0.027842899999996007,90.05730419999986,[-0.465],[0.12166666666666667],[1],[0],[0],[2.187658199999987],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
36,0,36,[0.27666666666666667],[0.40166666666666667],[1],[0],[0],[1.9199846999999863],['target'],36,0,36,0,90.08521709999991,,5,90.07209420000004,90.08521709999991,90.08521709999991,0.014577700000245386,91.99251299999992,[0.27666666666666667],[0.40166666666666667],[1],[0],[0],[1.9199846999999863],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
37,0,37,[-0.13333333333333333],[-0.2683333333333333],[1],[0],[0],[1.7646299000002728],['target'],37,0,37,0,92.02343150000002,,5,92.00986209999996,92.02343150000002,92.02343150000002,0.017197899999700894,93.77488010000002,[-0.13333333333333333],[-0.2683333333333333],[1],[0],[0],[1.7646299000002728],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
38,0,38,[-0.043333333333333335],[-0.36],[1],[0],[0],[1.9511987000000772],['target'],38,0,38,0,93.80208809999999,,5,93.79078480000021,93.80208809999999,93.80208809999999,0.015727500000139116,95.74238440000022,[-0.043333333333333335],[-0.36],[1],[0],[0],[1.9511987000000772],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
39,0,39,[0.49666666666666665],[-0.06],[1],[0],[0],[1.788751300000058],['target'],39,0,39,0,95.78440479999995,,10,95.7696228000002,95.78440479999995,95.78440479999995,0.02707399999962945,97.55875600000013,[0.49666666666666665],[-0.06],[1],[0],[0],[1.788751300000058],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
40,0,40,[-0.20333333333333334],[-0.15333333333333332],[1],[0],[0],[1.6333792999998877],['target'],40,0,40,0,97.58613200000013,,5,97.57530130000009,97.58613200000013,97.58613200000013,0.016299400000207243,99.20909880000022,[-0.20333333333333334],[-0.15333333333333332],[1],[0],[0],[1.6333792999998877],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
41,0,41,[0.28],[0.27],[1],[0],[0],[1.8058241999997335],['target'],41,0,41,0,99.25010889999999,,10,99.23561799999993,99.25010889999999,99.25010889999999,0.026347200000145676,101.0418175000002,[0.28],[0.27],[1],[0],[0],[1.8058241999997335],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
42,0,42,[-0.31166666666666665],[-0.19833333333333333],[1],[0],[0],[1.9459750000000895],['target'],42,0,42,0,101.0765813999999,,5,101.06260760000009,101.0765813999999,101.0765813999999,0.02057009999998627,103.00899279999999,[-0.31166666666666665],[-0.19833333333333333],[1],[0],[0],[1.9459750000000895],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
43,0,43,[-0.02],[0.3416666666666667],[1],[0],[0],[2.5878680999999233],['target'],43,0,43,0,103.05179750000002,,10,103.03712900000005,103.05179750000002,103.05179750000002,0.027949100000114413,105.62538669999981,[-0.02],[0.3416666666666667],[1],[0],[0],[2.5878680999999233],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
44,0,44,[-0.03],[0.24666666666666667],[1],[0],[0],[2.0677436000000853],['target'],44,0,44,0,105.65258819999985,,5,105.64143660000013,105.65258819999985,105.65258819999985,0.015817299999980605,107.70960780000019,[-0.03],[0.24666666666666667],[1],[0],[0],[2.0677436000000853],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
45,0,45,[-0.08],[-0.27166666666666667],[1],[0],[0],[1.933372099999815],['target'],45,0,45,0,107.73597769999992,,5,107.72424019999994,107.73597769999992,107.73597769999992,0.014456699999755074,109.65801960000022,[-0.08],[-0.27166666666666667],[1],[0],[0],[1.933372099999815],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
46,0,46,[0.43333333333333335],[0.38],[1],[0],[0],[4.7387446000002456],['target'],46,0,46,0,109.70040219999987,,10,109.68598910000014,109.70040219999987,109.70040219999987,0.027804599999853963,114.42512670000019,[0.43333333333333335],[0.38],[1],[0],[0],[4.7387446000002456],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
47,0,47,[0.19666666666666666],[0.3933333333333333],[1],[0],[0],[1.5701170000002094],['target'],47,0,47,0,114.45292910000012,,5,114.4385605,114.45292910000012,114.45292910000012,0.013250200000129553,116.0090474000001,[0.19666666666666666],[0.3933333333333333],[1],[0],[0],[1.5701170000002094],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
48,0,48,[-0.215],[-0.11333333333333333],[1],[0],[0],[2.039772399999947],['target'],48,0,48,0,116.05011780000018,,10,116.0355791999998,116.05011780000018,116.05011780000018,0.02641079999966678,118.07574649999992,[-0.215],[-0.11333333333333333],[1],[0],[0],[2.039772399999947],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
49,0,49,[0.235],[0.175],[1],[0],[0],[3.23410849999982],['target'],49,0,49,0,118.10322209999981,,5,118.09236889999988,118.10322209999981,118.10322209999981,0.01635759999999209,121.32687640000017,[0.235],[0.175],[1],[0],[0],[3.23410849999982],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
50,0,50,[-0.395],[0.10833333333333334],[1],[0],[0],[3.18896309999991],['target'],50,0,50,0,121.36792900000023,,10,121.35350410000024,121.36792900000023,121.36792900000023,0.02645459999985178,124.5428844999999,[-0.395],[0.10833333333333334],[1],[0],[0],[3.18896309999991],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
51,0,51,[0.30666666666666664],[0.06333333333333334],[1],[0],[0],[2.287520300000324],['target'],51,0,51,0,124.58632650000004,,10,124.57179380000002,124.58632650000004,124.58632650000004,0.028702999999950407,126.85969499999987,[0.30666666666666664],[0.06333333333333334],[1],[0],[0],[2.287520300000324],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
52,0,52,[0.35833333333333334],[0.47333333333333333],[1],[0],[0],[2.003343700000187],['target'],52,0,52,0,126.90389029999983,,10,126.8891027000002,126.90389029999983,126.90389029999983,0.029199200000221026,128.89281890000007,[0.35833333333333334],[0.47333333333333333],[1],[0],[0],[2.003343700000187],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
53,0,53,[0.12],[-0.4266666666666667],[1],[0],[0],[3.5577658999995947],['target'],53,0,53,0,128.9327879,,10,128.91831909999996,128.9327879,128.9327879,0.025339399999666057,132.47649230000002,[0.12],[-0.4266666666666667],[1],[0],[0],[3.5577658999995947],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
54,0,54,[0.10666666666666667],[0.235],[1],[0],[0],[2.9514839999997093],['target'],54,0,54,0,132.50375450000024,,5,132.49234660000025,132.50375450000024,132.50375450000024,0.015630400000191003,135.44424090000007,[0.10666666666666667],[0.235],[1],[0],[0],[2.9514839999997093],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
55,0,55,[-0.14666666666666667],[0.405],[1],[0],[0],[2.2868804999998247],['target'],55,0,55,0,135.4870558,,10,135.47263720000024,135.4870558,135.4870558,0.0281873000003543,137.75989950000007,[-0.14666666666666667],[0.405],[1],[0],[0],[2.2868804999998247],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
56,0,56,[-0.20333333333333334],[-0.41],[1],[0],[0],[2.0213810000000194],['target'],56,0,56,0,137.8026287,,10,137.78781550000008,137.8026287,137.8026287,0.027709199999662815,139.80957710000007,[-0.20333333333333334],[-0.41],[1],[0],[0],[2.0213810000000194],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
57,0,57,[0.4633333333333333],[0.13833333333333334],[1],[0],[0],[1.7703965999999127],['target'],57,0,57,0,139.83725459999982,,5,139.82283889999985,139.83725459999982,139.83725459999982,0.013085900000078254,141.59360970000012,[0.4633333333333333],[0.13833333333333334],[1],[0],[0],[1.7703965999999127],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
58,0,58,[0.225],[0.05],[1],[0],[0],[1.871114800000214],['target'],58,0,58,0,141.6206765999998,,5,141.6070341000002,141.6206765999998,141.6206765999998,0.013283100000080594,143.47857640000007,[0.225],[0.05],[1],[0],[0],[1.871114800000214],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
59,0,59,[0.095],[0.021666666666666667],[1],[0],[0],[1.3979131999999481],['target'],59,0,59,0,143.5094247999998,,5,143.49604969999996,143.5094247999998,143.5094247999998,0.01734100000021499,144.89439900000002,[0.095],[0.021666666666666667],[1],[0],[0],[1.3979131999999481],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
60,0,60,[0.10166666666666667],[-0.02],[1],[0],[0],[1.101466199999777],['target'],60,0,60,0,144.92082689999984,,5,144.9085166000002,144.92082689999984,144.92082689999984,0.013945600000170089,146.01037440000005,[0.10166666666666667],[-0.02],[1],[0],[0],[1.101466199999777],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
61,0,61,[-0.5016666666666667],[0.33166666666666667],[1],[0],[0],[1.8174792999998317],['target'],61,0,61,0,146.0375505999998,,5,146.02338669999995,146.0375505999998,146.0375505999998,0.012878500000169879,147.84125010000002,[-0.5016666666666667],[0.33166666666666667],[1],[0],[0],[1.8174792999998317],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
62,0,62,[-0.15],[-0.043333333333333335],[1],[0],[0],[1.643995499999619],['target'],62,0,62,0,147.88219659999982,,10,147.86680839999985,147.88219659999982,147.88219659999982,0.025422700000035547,149.51119989999984,[-0.15],[-0.043333333333333335],[1],[0],[0],[1.643995499999619],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
63,0,63,[0.21166666666666667],[-0.18333333333333332],[1],[0],[0],[1.772294299999885],['target'],63,0,63,0,149.5523268999998,,10,149.5379022999998,149.5523268999998,149.5523268999998,0.026497999999719468,151.3105836000002,[0.21166666666666667],[-0.18333333333333332],[1],[0],[0],[1.772294299999885],['target'],887105,001,2024-10-10_14h07.04.051,visual search,2024.2.1post4,59.996424213172304,2024-10-10 14h07.10.875101 +0530,
