pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
150,v,21,1,5,v,1,0.311237699999765,None,5,1,21,1,,,,,51.9429999999993,,51.929637499997625,51.9429999999993,52.943220199998905,52.943220199998905,52.943220199998905,52.943220199998905,52.943220199998905,53.943275699999504,53.943275699999504,54.2619537999999,v,1,0.311237699999765,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
50,c,22,2,5,c,1,0.6632444999995641,None,5,2,22,2,,,,,54.27659700000004,,54.26266919999762,54.27659700000004,55.27657139999792,55.27657139999792,55.27657139999792,55.27657139999792,55.27657139999792,56.27654099999927,56.27654099999927,56.94450969999889,c,1,0.6632444999995641,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-150,z,23,3,5,z,1,0.29910750000271946,None,5,3,23,3,,,,,56.95992420000039,,56.94497190000038,56.95992420000039,57.959918799999286,57.959918799999286,57.959918799999286,57.959918799999286,57.959918799999286,58.9598468999975,58.9598468999975,59.262013699997624,z,1,0.29910750000271946,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-50,x,24,0,6,x,1,0.27857569999832776,None,6,0,24,0,,,,,59.27668499999709,,59.26265909999711,59.27668499999709,60.276633199999196,60.276633199999196,60.276633199999196,60.276633199999196,60.276633199999196,61.27695440000025,61.27695440000025,61.561874799997895,x,1,0.27857569999832776,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
150,v,25,1,6,v,1,0.46330630000011297,None,6,1,25,1,,,,,61.576805499997135,,61.56252820000009,61.576805499997135,62.57700139999724,62.57700139999724,62.57700139999724,62.57700139999724,62.57700139999724,63.576840300000185,63.576840300000185,64.0452766999988,v,1,0.46330630000011297,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
50,c,26,2,6,c,1,0.38617689999955473,None,6,2,26,2,,,,,64.06022859999939,,64.04593059999752,64.06022859999939,65.06044069999916,65.06044069999916,65.06044069999916,65.06044069999916,65.06044069999916,66.06026629999906,66.06026629999906,66.46168049999687,c,1,0.38617689999955473,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-150,z,27,3,6,z,1,0.4333464000010281,None,6,3,27,3,,,,,66.47684519999893,,66.46212679999735,66.47684519999893,67.47726409999814,67.47726409999814,67.47726409999814,67.47726409999814,67.47726409999814,68.47731759999806,68.47731759999806,68.91278109999985,z,1,0.4333464000010281,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-50,x,28,0,7,x,1,0.2672954000008758,None,7,0,28,0,,,,,68.92718349999996,,68.91344499999832,68.92718349999996,69.92735579999862,69.92735579999862,69.92735579999862,69.92735579999862,69.92735579999862,70.92725939999946,70.92725939999946,71.21191819999876,x,1,0.2672954000008758,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
150,v,29,1,7,v,1,0.4090226000007533,None,7,1,29,1,,,,,71.22725419999915,,71.21257709999918,71.22725419999915,72.2273002999973,72.2273002999973,72.2273002999973,72.2273002999973,72.2273002999973,73.22733669999798,73.22733669999798,73.6460616000004,v,1,0.4090226000007533,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
50,c,30,2,7,c,1,0.25235130000146455,None,7,2,30,2,,,,,73.66086659999928,,73.64679439999964,73.66086659999928,74.66075949999868,74.66075949999868,74.66075949999868,74.66075949999868,74.66075949999868,75.66068079999968,75.66068079999968,75.92995599999995,c,1,0.25235130000146455,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-150,z,31,3,7,z,1,0.5436244999982591,None,7,3,31,3,,,,,75.94428679999692,,75.93093930000032,75.94428679999692,76.94427109999742,76.94427109999742,76.94427109999742,76.94427109999742,76.94427109999742,77.94407769999816,77.94407769999816,78.49657279999883,z,1,0.5436244999982591,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-50,x,32,0,8,x,1,0.45295270000133314,None,8,0,32,0,,,,,78.51085149999926,,78.4972792999979,78.51085149999926,79.5109295000002,79.5109295000002,79.5109295000002,79.5109295000002,79.5109295000002,80.5109283999991,80.5109283999991,80.97974789999716,x,1,0.45295270000133314,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
150,v,33,1,8,v,1,0.5245360999979312,None,8,1,33,1,,,,,80.9944101000001,,80.98042979999809,80.9944101000001,81.99443569999858,81.99443569999858,81.99443569999858,81.99443569999858,81.99443569999858,82.99431989999721,82.99431989999721,83.53030559999752,v,1,0.5245360999979312,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
50,c,34,2,8,c,1,0.28120689999923343,None,8,2,34,2,,,,,83.54437569999936,,83.53105719999803,83.54437569999936,84.54456399999981,84.54456399999981,84.54456399999981,84.54456399999981,84.54456399999981,85.54463119999855,85.54463119999855,85.82977519999986,c,1,0.28120689999923343,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-150,z,35,3,8,z,1,0.29520830000183196,None,8,3,35,3,,,,,85.84451819999958,,85.83046850000028,85.84451819999958,86.84457049999764,86.84457049999764,86.84457049999764,86.84457049999764,86.84457049999764,87.84468249999918,87.84468249999918,88.14704359999814,z,1,0.29520830000183196,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-50,x,36,0,9,x,1,0.5135274999993271,None,9,0,36,0,,,,,88.16129639999781,,88.14770419999695,88.16129639999781,89.16128910000043,89.16128910000043,89.16128910000043,89.16128910000043,89.16128910000043,90.16129100000035,90.16129100000035,90.68071810000038,x,1,0.5135274999993271,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
150,v,37,1,9,v,1,0.26930759999959264,None,9,1,37,1,,,,,90.69474559999799,,90.6815119999992,90.69474559999799,91.69473819999985,91.69473819999985,91.69473819999985,91.69473819999985,91.69473819999985,92.69466919999832,92.69466919999832,92.97981419999996,v,1,0.26930759999959264,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
50,c,38,2,9,c,1,0.29902709999805666,None,9,2,38,2,,,,,92.99593409999943,,92.98046519999843,92.99593409999943,93.99492409999948,93.99492409999948,93.99492409999948,93.99492409999948,93.99492409999948,94.99483399999735,94.99483399999735,95.29678760000024,c,1,0.29902709999805666,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-150,z,39,3,9,z,1,0.46445479999965755,None,9,3,39,3,,,,,95.31162869999753,,95.29740599999786,95.31162869999753,96.3115899000004,96.3115899000004,96.3115899000004,96.3115899000004,96.3115899000004,97.31157399999938,97.31157399999938,97.7802730000003,z,1,0.46445479999965755,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-50,x,40,0,10,x,1,0.6539274999995541,None,10,0,40,0,,,,,97.79508419999911,,97.780920899997,97.79508419999911,98.79515509999692,98.79515509999692,98.79515509999692,98.79515509999692,98.79515509999692,99.79528169999685,99.79528169999685,100.46350270000039,x,1,0.6539274999995541,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
150,v,41,1,10,v,1,0.44841509999969276,None,10,1,41,1,,,,,100.47841329999937,,100.46415979999801,100.47841329999937,101.4784682999998,101.4784682999998,101.4784682999998,101.4784682999998,101.4784682999998,102.47851009999795,102.47851009999795,102.93056549999892,v,1,0.44841509999969276,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
50,c,42,2,10,c,1,0.39168269999936456,None,10,2,42,2,,,,,102.94517689999702,,102.93122149999908,102.94517689999702,103.94528869999704,103.94528869999704,103.94528869999704,103.94528869999704,103.94528869999704,104.94526689999839,104.94526689999839,105.34699089999776,c,1,0.39168269999936456,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-150,z,43,3,10,z,1,0.49979749999693013,None,10,3,43,3,,,,,105.36195379999845,,105.3476434999975,105.36195379999845,106.36217339999712,106.36217339999712,106.36217339999712,106.36217339999712,106.36217339999712,107.3622323999989,107.3622323999989,107.86472589999903,z,1,0.49979749999693013,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-50,x,44,0,11,x,1,0.5900785000012547,None,11,0,44,0,,,,,107.87890150000021,,107.86541329999818,107.87890150000021,108.87887349999801,108.87887349999801,108.87887349999801,108.87887349999801,108.87887349999801,109.87911299999905,109.87911299999905,110.48095709999689,x,1,0.5900785000012547,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
150,v,45,1,11,v,1,0.43096019999939017,None,11,1,45,1,,,,,110.4956549999988,,110.48165599999993,110.4956549999988,111.49581059999764,111.49581059999764,111.49581059999764,111.49581059999764,111.49581059999764,112.4957562999989,112.4957562999989,112.93081749999692,v,1,0.43096019999939017,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
50,c,46,2,11,c,1,0.3963270999993256,None,11,2,46,2,,,,,112.9455930999975,,112.9314701000003,112.9455930999975,113.94564489999902,113.94564489999902,113.94564489999902,113.94564489999902,113.94564489999902,114.94578929999989,114.94578929999989,115.3474991999974,c,1,0.3963270999993256,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-150,z,47,3,11,z,1,0.6394241000016336,None,11,3,47,3,,,,,115.36239699999715,,115.348361999997,115.36239699999715,116.36271409999972,116.36271409999972,116.36271409999972,116.36271409999972,116.36271409999972,117.36248479999995,117.36248479999995,118.01453989999936,z,1,0.6394241000016336,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-50,x,48,0,12,x,1,0.2742796999991697,None,12,0,48,0,,,,,118.02931399999943,,118.01539489999777,118.02931399999943,119.02938649999851,119.02938649999851,119.02938649999851,119.02938649999851,119.02938649999851,120.0294290999991,120.0294290999991,120.31427540000004,x,1,0.2742796999991697,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
150,v,49,1,12,v,1,0.3773265999989235,None,12,1,49,1,,,,,120.32927070000005,,120.31491779999851,120.32927070000005,121.32933319999938,121.32933319999938,121.32933319999938,121.32933319999938,121.32933319999938,122.32941799999753,122.32941799999753,122.71446899999864,v,1,0.3773265999989235,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
50,c,50,2,12,c,1,0.36636170000201673,None,12,2,50,2,,,,,122.72937829999864,,122.71511370000007,122.72937829999864,123.72942449999755,123.72942449999755,123.72942449999755,123.72942449999755,123.72942449999755,124.72944089999874,124.72944089999874,125.09893459999876,c,1,0.36636170000201673,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-150,z,51,3,12,z,1,0.2590366999975231,None,12,3,51,3,,,,,125.11296279999806,,125.09987339999861,125.11296279999806,126.11305749999883,126.11305749999883,126.11305749999883,126.11305749999883,126.11305749999883,127.11288799999966,127.11288799999966,127.38086279999698,z,1,0.2590366999975231,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-50,x,52,0,13,x,1,0.2192146999987017,None,13,0,52,0,,,,,127.39614520000032,,127.3812091999971,127.39614520000032,128.39624650000042,128.39624650000042,128.39624650000042,128.39624650000042,128.39624650000042,129.39627159999873,129.39627159999873,129.63210769999932,x,1,0.2192146999987017,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
150,v,53,1,13,v,1,0.35332660000131,None,13,1,53,1,,,,,129.646542399998,,129.63294189999942,129.646542399998,130.64697319999686,130.64697319999686,130.64697319999686,130.64697319999686,130.64697319999686,131.64640879999934,131.64640879999934,132.01468139999997,v,1,0.35332660000131,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
50,c,54,2,13,c,1,0.27006489999985206,None,13,2,54,2,,,,,132.0297154999971,,132.01532079999743,132.0297154999971,133.02981929999805,133.02981929999805,133.02981929999805,133.02981929999805,133.02981929999805,134.0298647999989,134.0298647999989,134.31502609999734,c,1,0.27006489999985206,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-150,z,55,3,13,z,1,0.10086799999771756,None,13,3,55,3,,,,,134.329842799998,,134.31567729999733,134.329842799998,135.3299549000003,135.3299549000003,135.3299549000003,135.3299549000003,135.3299549000003,136.32999500000005,136.32999500000005,136.4480397999978,z,1,0.10086799999771756,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-50,x,56,0,14,x,1,0.4574706999992486,None,14,0,56,0,,,,,136.4633219999996,,136.4486896999988,136.4633219999996,137.46335859999817,137.46335859999817,137.46335859999817,137.46335859999817,137.46335859999817,138.46337349999885,138.46337349999885,138.93181289999848,x,1,0.4574706999992486,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
150,v,57,1,14,v,1,0.46285229999921285,None,14,1,57,1,,,,,138.94674309999755,,138.93245579999711,138.94674309999755,139.9467571999994,139.9467571999994,139.9467571999994,139.9467571999994,139.9467571999994,140.94676939999772,140.94676939999772,141.4156817999974,v,1,0.46285229999921285,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
50,c,58,2,14,c,1,0.8135614999991958,None,14,2,58,2,,,,,141.43026079999981,,141.4163241999995,141.43026079999981,142.43027079999956,142.43027079999956,142.43027079999956,142.43027079999956,142.43027079999956,143.43029620000016,143.43029620000016,144.24863299999924,c,1,0.8135614999991958,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-150,z,59,3,14,z,1,0.539979699999094,None,14,3,59,3,,,,,144.2636410999985,,144.24928530000034,144.2636410999985,145.26370749999842,145.26370749999842,145.26370749999842,145.26370749999842,145.26370749999842,146.26385449999725,146.26385449999725,146.8153198,z,1,0.539979699999094,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-50,x,60,0,15,x,1,0.4062586999971245,None,15,0,60,0,,,,,146.83037299999705,,146.81597580000016,146.83037299999705,147.83048309999867,147.83048309999867,147.83048309999867,147.83048309999867,147.83048309999867,148.83049149999715,148.83049149999715,149.24940140000035,x,1,0.4062586999971245,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
150,v,61,1,15,v,1,0.49230960000204504,None,15,1,61,1,,,,,149.26400099999955,,149.25011470000027,149.26400099999955,150.26407279999694,150.26407279999694,150.26407279999694,150.26407279999694,150.26407279999694,151.2640164000004,151.2640164000004,151.76570119999815,v,1,0.49230960000204504,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
50,c,62,2,15,c,1,0.4841685999999754,None,15,2,62,2,,,,,151.78071459999774,,151.76637929999924,151.78071459999774,152.780850799998,152.780850799998,152.780850799998,152.780850799998,152.780850799998,153.7806939000002,153.7806939000002,154.28211089999968,c,1,0.4841685999999754,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-150,z,63,3,15,z,1,0.5686394000003929,None,15,3,63,3,,,,,154.29732809999769,,154.2827748999989,154.29732809999769,155.2974703999971,155.2974703999971,155.2974703999971,155.2974703999971,155.2974703999971,156.29757609999797,156.29757609999797,156.88333249999778,z,1,0.5686394000003929,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-50,x,64,0,16,x,1,1.0542528000005404,None,16,0,64,0,,,,,156.89754509999693,,156.8840178999999,156.89754509999693,157.89751249999972,157.89751249999972,157.89751249999972,157.89751249999972,157.89751249999972,158.89757479999753,158.89757479999753,159.96595039999738,x,1,1.0542528000005404,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
150,v,65,1,16,v,1,0.763920400000643,None,16,1,65,1,,,,,159.9809123999985,,159.9666120999973,159.9809123999985,160.98087509999823,160.98087509999823,160.98087509999823,160.98087509999823,160.98087509999823,161.98101319999842,161.98101319999842,162.7489330999997,v,1,0.763920400000643,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
50,c,66,2,16,c,1,0.5269076000004134,None,16,2,66,2,,,,,162.7643078000001,,162.7492949999978,162.7643078000001,163.76460939999743,163.76460939999743,163.76460939999743,163.76460939999743,163.76460939999743,164.7643277999996,164.7643277999996,165.29949320000014,c,1,0.5269076000004134,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-150,z,67,3,16,z,1,0.5769507000004523,None,16,3,67,3,,,,,165.31459079999695,,165.3001387000004,165.31459079999695,166.3146233999978,166.3146233999978,166.3146233999978,166.3146233999978,166.3146233999978,167.31457229999796,167.31457229999796,167.89999700000044,z,1,0.5769507000004523,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-50,x,68,0,17,x,1,0.2799963999968895,None,17,0,68,0,,,,,167.91478469999856,,167.9007223999979,167.91478469999856,168.91474489999746,168.91474489999746,168.91474489999746,168.91474489999746,168.91474489999746,169.91469949999737,169.91469949999737,170.20022909999898,x,1,0.2799963999968895,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
150,v,69,1,17,v,1,0.3416302000005089,None,17,1,69,1,,,,,170.2148888999982,,170.20089069999813,170.2148888999982,171.21492379999836,171.21492379999836,171.21492379999836,171.21492379999836,171.21492379999836,172.21497149999777,172.21497149999777,172.5665416999982,v,1,0.3416302000005089,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
50,c,70,2,17,c,1,0.2774568000022555,None,17,2,70,2,,,,,172.58149279999998,,172.56718569999794,172.58149279999998,173.5816124999983,173.5816124999983,173.5816124999983,173.5816124999983,173.5816124999983,174.58153279999897,174.58153279999897,174.86659789999976,c,1,0.2774568000022555,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-150,z,71,3,17,z,1,0.3052776999975322,None,17,3,71,3,,,,,174.88170379999792,,174.86725239999942,174.88170379999792,175.88189829999828,175.88189829999828,175.88189829999828,175.88189829999828,175.88189829999828,176.8819317999987,176.8819317999987,177.2000599999992,z,1,0.3052776999975322,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-50,x,72,0,18,x,1,0.2594304000012926,None,18,0,72,0,,,,,177.21499969999786,,177.20077619999938,177.21499969999786,178.21505499999694,178.21505499999694,178.21505499999694,178.21505499999694,178.21505499999694,179.21521459999713,179.21521459999713,179.48404969999683,x,1,0.2594304000012926,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
150,v,73,1,18,v,1,0.2318111000022327,None,18,1,73,1,,,,,179.49872499999765,,179.4847974000004,179.49872499999765,180.49870969999756,180.49870969999756,180.49870969999756,180.49870969999756,180.49870969999756,181.49874309999723,181.49874309999723,181.73430670000016,v,1,0.2318111000022327,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
50,c,74,2,18,c,1,0.4819606000019121,None,18,2,74,2,,,,,181.74866800000018,,181.73494550000032,181.74866800000018,182.74856969999746,182.74856969999746,182.74856969999746,182.74856969999746,182.74856969999746,183.74890589999995,183.74890589999995,184.23418279999896,c,1,0.4819606000019121,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-150,z,75,3,18,z,1,0.35160220000034315,None,18,3,75,3,,,,,184.2486226999972,,184.23485900000014,184.2486226999972,185.2486887999985,185.2486887999985,185.2486887999985,185.2486887999985,185.2486887999985,186.248816299998,186.248816299998,186.61705299999812,z,1,0.35160220000034315,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-50,x,76,0,19,x,1,0.42476410000017495,None,19,0,76,0,,,,,186.63209359999746,,186.61769119999735,186.63209359999746,187.63217379999696,187.63217379999696,187.63217379999696,187.63217379999696,187.63217379999696,188.6321433999983,188.6321433999983,189.06769879999774,x,1,0.42476410000017495,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
150,v,77,1,19,v,1,0.3863738999971247,None,19,1,77,1,,,,,189.0823356999972,,189.06844289999935,189.0823356999972,190.08237530000042,190.08237530000042,190.08237530000042,190.08237530000042,190.08237530000042,191.0824111999973,191.0824111999973,191.48384710000028,v,1,0.3863738999971247,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
