pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
50,c,10,2,2,c,1,0.3436508999984653,None,2,2,10,2,,,,,24.29184659999737,,24.277534199998627,24.29184659999737,25.291851799996948,25.291851799996948,25.291851799996948,25.291851799996948,25.291851799996948,26.291993699996965,26.291993699996965,26.64404049999939,c,1,0.3436508999984653,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-150,z,11,3,2,z,1,0.5958390000014333,None,2,3,11,3,,,,,26.658811799999967,,26.64485429999695,26.658811799999967,27.658703299999615,27.658703299999615,27.658703299999615,27.658703299999615,27.658703299999615,28.658724599998095,28.658724599998095,29.260716099997808,z,1,0.5958390000014333,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-50,x,12,0,3,x,1,0.26988039999923785,None,3,0,12,0,,,,,29.27538629999981,,29.261368100000254,29.27538629999981,30.275448399999732,30.275448399999732,30.275448399999732,30.275448399999732,30.275448399999732,31.275493499997538,31.275493499997538,31.560464899997896,x,1,0.26988039999923785,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
150,v,13,1,3,v,1,0.3773899999978312,None,3,1,13,1,,,,,31.57554049999817,,31.561105599997973,31.57554049999817,32.575548299999355,32.575548299999355,32.575548299999355,32.575548299999355,32.575548299999355,33.57552199999918,33.57552199999918,33.961251699998684,v,1,0.3773899999978312,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
50,c,14,2,3,c,1,0.6906316000022343,None,3,2,14,2,,,,,33.975722099999984,,33.96190959999876,33.975722099999984,34.97578169999906,34.97578169999906,34.97578169999906,34.97578169999906,34.97578169999906,35.975705499997275,35.975705499997275,36.677374099999724,c,1,0.6906316000022343,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-150,z,15,3,3,z,1,0.3929647000004479,None,3,3,15,3,,,,,36.692372099998465,,36.67802809999921,36.692372099998465,37.69249560000026,37.69249560000026,37.69249560000026,37.69249560000026,37.69249560000026,38.69242129999839,38.69242129999839,39.0941963999976,z,1,0.3929647000004479,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-50,x,16,0,4,x,1,0.43004990000190446,None,4,0,16,0,,,,,39.1092166999988,,39.09483349999937,39.1092166999988,40.10916839999845,40.10916839999845,40.10916839999845,40.10916839999845,40.10916839999845,41.109328200000164,41.109328200000164,41.54449480000039,x,1,0.43004990000190446,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
150,v,17,1,4,v,1,0.3345811999970465,None,4,1,17,1,,,,,41.55919100000028,,41.54518040000039,41.55919100000028,42.55931199999759,42.55931199999759,42.55931199999759,42.55931199999759,42.55931199999759,43.559405299998616,43.559405299998616,43.91079829999944,v,1,0.3345811999970465,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
50,c,18,2,4,c,1,0.601755100000446,None,4,2,18,2,,,,,43.926249299998744,,43.911437699996895,43.926249299998744,44.92624909999722,44.92624909999722,44.92624909999722,44.92624909999722,44.92624909999722,45.92620559999705,45.92620559999705,46.54453250000006,c,1,0.601755100000446,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-150,z,19,3,4,z,1,0.4567492999995011,None,4,3,19,3,,,,,46.559388699999545,,46.545163599999796,46.559388699999545,47.55970399999933,47.55970399999933,47.55970399999933,47.55970399999933,47.55970399999933,48.55973520000043,48.55973520000043,49.02805259999877,z,1,0.4567492999995011,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
-50,x,20,0,5,x,1,0.8726424000014958,None,5,0,20,0,,,,,49.042916099999275,,49.028702699997666,49.042916099999275,50.04296969999996,50.04296969999996,50.04296969999996,50.04296969999996,50.04296969999996,51.04300019999937,51.04300019999937,51.92871240000022,x,1,0.8726424000014958,None,,,,,072424,001,2024-10-16_21h54.09.618,motorsquence,2024.2.1post4,60.01979452873557,2024-10-16 21h54.16.872018 +0530,
