12.8507 	INFO 	Loaded monitor calibration from ['2024_08_09 00:19']
12.8793 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
13.2645 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000147EE2507F0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000147EE250790>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000147EE2505E0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000147EEFFC6D0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
13.2646 	EXP 	window1: backgroundImage = ''
13.2646 	EXP 	window1: backgroundFit = 'none'
13.2656 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000147EE250B20>
13.2664 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000147EE250B20>
13.2736 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000147EE250B20>
13.2758 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000147EE250B20>
13.3605 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000147EE250B20>
13.3611 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000147EE250B20>
13.3626 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000147EE250B20>
13.3642 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000147EE250B20>
13.3909 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
13.3910 	EXP 	window1: recordFrameIntervals = False
13.7066 	EXP 	window1: recordFrameIntervals = True
13.8900 	EXP 	Screen (0) actual frame rate measured at 60.05Hz
13.8900 	EXP 	window1: recordFrameIntervals = False
13.8905 	EXP 	window1: mouseVisible = False
17.6779 	INFO 	keyboard.Keyboard is using iohub backend.
17.6779 	INFO 	keyboard.Keyboard is using iohub backend.
17.6779 	EXP 	delay_discounting: status = STARTED
17.6782 	EXP 	window1: mouseVisible = False
17.6835 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
17.6838 	EXP 	window1: mouseVisible = False
17.7171 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
0.0286 	EXP 	Imported discounting.xlsx as conditions, 7 conditions, 3 params
0.0303 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'reward_today': 11, 'future_reward': 30, 'delay': 7, 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.2063 	EXP 	text: height = 0.05
0.2063 	EXP 	text: height = 0.05
0.2063 	EXP 	text: height = 0.05
0.2063 	EXP 	text: text = 'GBP 11 today or  GBP 30 after 7 days'
0.2063 	EXP 	fixation: autoDraw = True
1.0073 	INFO 	Keyboard events cleared
1.0066 	EXP 	text: autoDraw = True
1.2061 	EXP 	fixation: autoDraw = False
4.7315 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'reward_today': 40, 'future_reward': 55, 'delay': 62, 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
4.7484 	DATA 	Keypress: t
4.7587 	EXP 	fixation: autoDraw = False
4.7587 	EXP 	text: autoDraw = False
4.7587 	EXP 	text: height = 0.05
4.7587 	EXP 	text: height = 0.05
4.7587 	EXP 	text: height = 0.05
4.7587 	EXP 	text: text = 'GBP 40 today or  GBP 55 after 62 days'
4.7587 	EXP 	fixation: autoDraw = True
5.7404 	INFO 	Keyboard events cleared
5.7396 	EXP 	text: autoDraw = True
5.7729 	EXP 	fixation: autoDraw = False
7.4755 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'reward_today': 27, 'future_reward': 50, 'delay': 21, 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
7.4847 	DATA 	Keypress: l
7.4949 	EXP 	fixation: autoDraw = False
7.4949 	EXP 	text: autoDraw = False
7.4949 	EXP 	text: height = 0.05
7.4949 	EXP 	text: height = 0.05
7.4949 	EXP 	text: height = 0.05
7.4949 	EXP 	text: text = 'GBP 27 today or  GBP 50 after 21 days'
7.4949 	EXP 	fixation: autoDraw = True
8.4824 	INFO 	Keyboard events cleared
8.4818 	EXP 	text: autoDraw = True
8.4983 	EXP 	fixation: autoDraw = False
9.2331 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'reward_today': 67, 'future_reward': 75, 'delay': 119, 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
9.2422 	DATA 	Keypress: l
9.2563 	EXP 	fixation: autoDraw = False
9.2563 	EXP 	text: autoDraw = False
9.2563 	EXP 	text: height = 0.05
9.2563 	EXP 	text: height = 0.05
9.2563 	EXP 	text: height = 0.05
9.2563 	EXP 	text: text = 'GBP 67 today or  GBP 75 after 119 days'
9.2563 	EXP 	fixation: autoDraw = True
10.2406 	INFO 	Keyboard events cleared
10.2398 	EXP 	text: autoDraw = True
10.2439 	DATA 	Keypress: l
10.2565 	EXP 	fixation: autoDraw = False
10.3920 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'reward_today': 15, 'future_reward': 35, 'delay': 13, 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
10.4110 	EXP 	fixation: autoDraw = False
10.4110 	EXP 	text: autoDraw = False
10.4110 	EXP 	text: height = 0.05
10.4110 	EXP 	text: height = 0.05
10.4110 	EXP 	text: height = 0.05
10.4110 	EXP 	text: text = 'GBP 15 today or  GBP 35 after 13 days'
10.4110 	EXP 	fixation: autoDraw = True
11.3993 	INFO 	Keyboard events cleared
11.3986 	EXP 	text: autoDraw = True
11.4151 	EXP 	fixation: autoDraw = False
11.4688 	DATA 	Keypress: l
11.4835 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'reward_today': 49, 'future_reward': 60, 'delay': 89, 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
11.5065 	EXP 	fixation: autoDraw = False
11.5065 	EXP 	text: autoDraw = False
11.5065 	EXP 	text: height = 0.05
11.5065 	EXP 	text: height = 0.05
11.5065 	EXP 	text: height = 0.05
11.5065 	EXP 	text: text = 'GBP 49 today or  GBP 60 after 89 days'
11.5065 	EXP 	fixation: autoDraw = True
12.4908 	INFO 	Keyboard events cleared
12.4900 	EXP 	text: autoDraw = True
12.5068 	EXP 	fixation: autoDraw = False
12.7252 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'reward_today': 78, 'future_reward': 80, 'delay': 162, 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
12.7347 	DATA 	Keypress: t
12.7450 	EXP 	fixation: autoDraw = False
12.7450 	EXP 	text: autoDraw = False
12.7450 	EXP 	text: height = 0.05
12.7450 	EXP 	text: height = 0.05
12.7450 	EXP 	text: height = 0.05
