reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
27,50,21,11,4,1,l,0.9752902999753132,None,1,4,11,2,21.29031519999262,,21.274960400012787,21.29031519999262,22.273571800033096,22.273571800033096,22.290508400008548,23.25814500002889,l,0.9752902999753132,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
11,30,7,12,5,1,t,2.403354699956253,None,1,5,12,0,23.27353960002074,,23.26174590003211,23.27353960002074,24.273607500013895,24.273607500013895,24.273607500013895,26.69172790000448,t,2.403354699956253,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
67,75,119,13,6,1,t,0.4098144000163302,None,1,6,13,5,26.713039399997797,,26.698119100008626,26.713039399997797,27.699338599981274,27.699338599981274,27.715905699995346,28.11792470002547,t,0.4098144000163302,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
27,50,21,14,0,2,t,0.6892179000424221,None,2,0,14,2,28.140668499981984,,28.12555210001301,28.140668499981984,29.12402689998271,29.12402689998271,29.140696200018283,29.826712000009138,t,0.6892179000424221,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
11,30,7,15,1,2,l,0.5881328999530524,None,2,1,15,0,29.857285799982492,,29.83615240000654,29.857285799982492,30.840768299996853,30.840768299996853,30.8575012999936,31.44255350000458,l,0.5881328999530524,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
49,60,89,16,2,2,l,0.6953090000315569,None,2,2,16,4,31.462192000006326,,31.44944990001386,31.462192000006326,32.44950340001378,32.44950340001378,32.466149599989876,33.151487199997064,l,0.6953090000315569,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
67,75,119,17,3,2,l,2.4664049000130035,None,2,3,17,5,33.174190999998245,,33.15869810001459,33.174190999998245,34.157624099985696,34.157624099985696,34.17428929999005,36.62668779998785,l,2.4664049000130035,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
40,55,62,18,4,2,t,2.554515400028322,None,2,4,18,3,36.64613680000184,,36.63352010003291,36.64613680000184,37.633091300027445,37.633091300027445,37.649700100009795,40.20158220001031,t,2.554515400028322,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
78,80,162,19,5,2,t,1.840286000049673,None,2,5,19,6,40.224484300008044,,40.209161999984644,40.224484300008044,41.20797920000041,41.20797920000041,41.224574899999425,43.0598539999919,t,1.840286000049673,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
15,35,13,20,6,2,t,1.1166204999899492,None,2,6,20,1,43.079113200015854,,43.06676519999746,43.079113200015854,44.066685700032394,44.066685700032394,44.0833029000205,45.185484100016765,t,1.1166204999899492,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
15,35,13,21,0,3,t,0.4626554999849759,None,3,0,21,1,45.199946800014004,,45.18585070001427,45.199946800014004,46.20012490003137,46.20012490003137,46.20012490003137,46.66855450003641,t,0.4626554999849759,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
67,75,119,22,1,3,t,0.1956108000013046,None,3,1,22,5,46.69160479999846,,46.67709010001272,46.69160479999846,47.674868800037075,47.674868800037075,47.691551800002344,47.87694490002468,t,0.1956108000013046,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
49,60,89,23,2,3,t,0.9728242999990471,None,3,2,23,4,47.896404700004496,,47.88361379998969,47.896404700004496,48.88361920003081,48.88361920003081,48.90016820002347,49.868910300021525,t,0.9728242999990471,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
11,30,7,24,3,3,t,0.8970059000421315,None,3,3,24,0,49.89160249999259,,49.877358000027016,49.89160249999259,50.87500950001413,50.87500950001413,50.891639000037685,51.777158199984115,t,0.8970059000421315,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
27,50,21,25,4,3,t,0.23250929999630898,None,3,4,25,2,51.796548400016036,,51.783898500027135,51.796548400016036,52.78374149999581,52.78374149999581,52.80037250003079,53.01909810001962,t,0.23250929999630898,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
78,80,162,26,5,3,t,0.6879730999935418,None,3,5,26,6,53.04183599998942,,53.027658400009386,53.04183599998942,54.02516720001586,54.02516720001586,54.041904799989425,54.72698470001342,t,0.6879730999935418,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
40,55,62,27,6,3,t,0.8720220999675803,None,3,6,27,3,54.74647970002843,,54.73378100001719,54.74647970002843,55.733889500028454,55.733889500028454,55.75048839999363,56.61897160002263,t,0.8720220999675803,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
15,35,13,28,0,4,t,1.2447218000306748,None,4,0,28,1,56.641972700017504,,56.62669320002897,56.641972700017504,57.62536669999827,57.62536669999827,57.64197890000651,58.877506499993615,t,1.2447218000306748,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
27,50,21,29,1,4,l,0.5535694999853149,None,4,1,29,2,58.896167500002775,,58.88412360002985,58.896167500002775,59.884082500007935,59.884082500007935,59.90062020003097,60.45190220000222,l,0.5535694999853149,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
49,60,89,30,2,4,t,1.0246156000066549,None,4,2,30,4,60.475269499991555,,60.45839290000731,60.475269499991555,61.45864010002697,61.45864010002697,61.47534599999199,62.49331340001663,t,1.0246156000066549,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
40,55,62,31,3,4,t,0.04960440000286326,None,4,3,31,3,62.5095839999849,,62.498007100017276,62.5095839999849,63.50887419999344,63.50887419999344,63.50887419999344,63.561128000030294,t,0.04960440000286326,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
78,80,162,32,4,4,l,0.5320737999863923,None,4,4,32,6,63.58079859998543,,63.568348500004504,63.58079859998543,64.56761229998665,64.56761229998665,64.58418910001637,65.10216350003611,l,0.5320737999863923,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
67,75,119,33,5,4,l,0.20188960002269596,None,4,5,33,5,65.12547480000649,,65.10692059999565,65.12547480000649,66.10903300001519,66.10903300001519,66.12567020003917,66.32743070001015,l,0.20188960002269596,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
11,30,7,34,6,4,l,0.33359450002899393,None,4,6,34,0,66.34706850000657,,66.33505779999541,66.34706850000657,67.33434290002333,67.33434290002333,67.35092880000593,67.66947820002679,l,0.33359450002899393,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
40,55,62,35,0,5,l,0.6147160999826156,None,5,0,35,3,67.69234449998476,,67.67340480000712,67.69234449998476,68.6757916000206,68.6757916000206,68.692477900011,69.29461690003518,l,0.6147160999826156,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
11,30,7,36,1,5,l,0.028302099963184446,None,5,1,36,0,69.31439850002062,,69.30210010003066,69.31439850002062,70.30122510000365,70.30122510000365,70.3178000000189,70.33658840000862,l,0.028302099963184446,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
67,75,119,37,2,5,t,0.7890725000179373,None,5,2,37,5,70.35922199999914,,70.34401290002279,70.35922199999914,71.34262860001763,71.34262860001763,71.35924790002173,72.1448059999966,t,0.7890725000179373,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
78,80,162,38,3,5,t,0.06423010001890361,None,5,3,38,6,72.1648348000017,,72.15234979998786,72.1648348000017,73.15137580002192,73.15137580002192,73.16794990003109,73.21986880002078,t,0.06423010001890361,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
15,35,13,39,4,5,t,1.22486650000792,None,5,4,39,1,73.24274359998526,,73.22767190000741,73.24274359998526,74.22610420000274,74.22610420000274,74.2427667999873,75.46337260003202,t,1.22486650000792,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
49,60,89,40,5,5,t,0.16685550002148375,None,5,5,40,4,75.48371350002708,,75.47096970002167,75.48371350002708,76.4681037000264,76.4681037000264,76.48470460000681,76.6364225000143,t,0.16685550002148375,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
27,50,21,41,6,5,t,2.26805879996391,None,5,6,41,2,76.65918070002226,,76.64070450002328,76.65918070002226,77.64295030001085,77.64295030001085,77.65954399999464,79.9280882999883,t,2.26805879996391,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
67,75,119,42,0,6,t,0.5621283000218682,None,6,0,42,5,79.94773429998895,,79.93573259998811,79.94773429998895,80.93506990000606,80.93506990000606,80.9516425000038,81.50366159999976,t,0.5621283000218682,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
27,50,21,43,1,6,l,0.6093413000344299,None,6,1,43,2,81.52636050002184,,81.51112969999667,81.52636050002184,82.5097531999927,82.5097531999927,82.52644360001432,83.1283350000158,l,0.6093413000344299,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
49,60,89,44,2,6,t,0.1286423999699764,None,6,2,44,4,83.14810560003389,,83.1358792000101,83.14810560003389,84.1352052000002,84.1352052000002,84.1518223999883,84.2700790000381,t,0.1286423999699764,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
40,55,62,45,3,6,l,0.831500300031621,None,6,3,45,3,84.29325340001378,,84.27766490000067,84.29325340001378,85.27659790002508,85.27659790002508,85.29325139999855,86.11212000000523,l,0.831500300031621,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
15,35,13,46,4,6,l,0.827245699998457,None,6,4,46,1,86.13238110003294,,86.11930319998646,86.13238110003294,87.11865240003681,87.11865240003681,87.13527500000782,87.95409379998455,l,0.827245699998457,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
11,30,7,47,5,6,t,0.2004445000202395,None,6,5,47,0,87.97667820000788,,87.96227439999348,87.97667820000788,88.96008079999592,88.96008079999592,88.97669250000035,89.16256090003299,t,0.2004445000202395,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
78,80,162,48,6,6,t,1.6594662999850698,None,6,6,48,6,89.18258960003732,,89.16996140003903,89.18258960003732,90.16882150003221,90.16882150003221,90.18542130000424,91.83731610001996,t,1.6594662999850698,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
67,75,119,49,0,7,t,0.6018153000040911,None,7,0,49,5,91.86019710003166,,91.84468099998776,91.86019710003166,92.8436126000015,92.8436126000015,92.86023370001931,93.46215289999964,t,0.6018153000040911,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
11,30,7,50,1,7,t,2.0388611999806017,None,7,1,50,0,93.48169560002862,,93.46998110000277,93.48169560002862,94.46901719999732,94.46901719999732,94.48558570002206,96.5206554000033,t,2.0388611999806017,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
15,35,13,51,2,7,l,0.9267329999711365,None,7,2,51,1,96.54371920000995,,96.52803159999894,96.54371920000995,97.52713689999655,97.52713689999655,97.54378020000877,98.4623173000291,l,0.9267329999711365,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
40,55,62,52,3,7,l,0.7130004999926314,None,7,3,52,3,98.48185999999987,,98.46956250001676,98.48185999999987,99.46922820003238,99.46922820003238,99.48578749998705,100.18774180003675,l,0.7130004999926314,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
78,80,162,53,4,7,l,0.6192590999999084,None,7,4,53,6,100.21055800002068,,100.19490599998971,100.21055800002068,101.19403250003234,101.19403250003234,101.21061880001798,101.8292220000294,l,0.6192590999999084,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
49,60,89,54,5,7,t,0.7222316999686882,None,7,5,54,4,101.84931379999034,,101.83636760001536,101.84931379999034,102.8360252000275,102.8360252000275,102.85270689998288,103.57103240001015,t,0.7222316999686882,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
27,50,21,55,6,7,t,0.6166338999755681,None,7,6,55,2,103.59401240001898,,103.57846679998329,103.59401240001898,104.57745949999662,104.57745949999662,104.5939773999853,105.19694150000578,t,0.6166338999755681,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
49,60,89,56,0,8,t,3.375446500023827,None,8,0,56,4,105.21701269998448,,105.20466500002658,105.21701269998448,106.20280939998338,106.20280939998338,106.21946110000135,109.58799259999068,t,3.375446500023827,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
78,80,162,57,1,8,t,0.15747250005370006,None,8,1,57,6,109.61094799998682,,109.59524250001414,109.61094799998682,110.59441750001861,110.59441750001861,110.61103969998658,110.76296810002532,t,0.15747250005370006,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
15,35,13,58,2,8,l,0.959662200009916,None,8,2,58,1,110.78246920002857,,110.77013369998895,110.78246920002857,111.76976420002757,111.76976420002757,111.78632469999138,112.73799910000525,l,0.959662200009916,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
67,75,119,59,3,8,t,0.43023119994904846,None,8,3,59,5,112.76110810000682,,112.74540369998431,112.76110810000682,113.7445608000271,113.7445608000271,113.76113980001537,114.17953750002198,t,0.43023119994904846,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
27,50,21,60,4,8,l,0.49182070000097156,None,8,4,60,2,114.20066919998499,,114.18849670002237,114.20066919998499,115.18660020001698,115.18660020001698,115.20324559998699,115.68843779998133,l,0.49182070000097156,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
11,30,7,61,5,8,l,0.2977350000292063,None,8,5,61,0,115.71128360001603,,115.69640319998143,115.71128360001603,116.69467619998613,116.69467619998613,116.711329200014,116.99675440002466,l,0.2977350000292063,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
40,55,62,62,6,8,t,1.3842303999699652,None,8,6,62,3,117.0172431000392,,117.00426120002521,117.0172431000392,118.00347679998958,118.00347679998958,118.02004129998386,119.40505370002938,t,1.3842303999699652,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
11,30,7,63,0,9,t,0.012377599952742457,None,9,0,63,0,119.4280965999933,,119.41284910001559,119.4280965999933,120.41157530003693,120.41157530003693,120.4281428999966,120.42999889998464,t,0.012377599952742457,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
67,75,119,64,1,9,t,0.09555440000258386,None,9,1,64,5,120.45029730000533,,120.43813560000854,120.45029730000533,121.43691330001457,121.43691330001457,121.45347280002898,121.53853550000349,t,0.09555440000258386,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
78,80,162,65,2,9,t,0.38886800000909716,None,9,2,65,6,121.56154319999041,,121.54593680001562,121.56154319999041,122.54491880000569,122.54491880000569,122.5615334000322,122.94679399998859,t,0.38886800000909716,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
15,35,13,66,3,9,t,0.4079424999654293,None,9,3,66,1,122.96658629999729,,122.95412350003608,122.96658629999729,123.95359260000987,123.95359260000987,123.97023129998706,124.37157830002252,t,0.4079424999654293,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
49,60,89,67,4,9,t,0.2447944000014104,None,9,4,67,4,124.39488680002978,,124.37699850002537,124.39488680002978,125.37835680000717,125.37835680000717,125.3949503999902,125.63004299998283,t,0.2447944000014104,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
40,55,62,68,5,9,t,0.04331470001488924,None,9,5,68,3,125.6503262000042,,125.6376996000181,125.6503262000042,126.6370845999918,126.6370845999918,126.65368590003345,126.68866799998796,t,0.04331470001488924,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
27,50,21,69,6,9,t,0.21506550000049174,None,9,6,69,2,126.71177250001347,,126.69617000001017,126.71177250001347,127.6950446999981,127.6950446999981,127.71169369999552,127.91416119999485,t,0.21506550000049174,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
11,30,7,70,0,10,l,0.23187900002812967,None,10,0,70,0,127.93463790003443,,127.92229060002137,127.93463790003443,128.920550299983,128.920550299983,128.93713989999378,129.15549279999686,l,0.23187900002812967,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
15,35,13,71,1,10,l,2.0872912000049837,None,10,1,71,1,129.1785544999875,,129.16277709999122,129.1785544999875,130.16193120001117,130.16193120001117,130.17856780003058,132.2638881999883,l,2.0872912000049837,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
40,55,62,72,2,10,l,0.4248994999798015,None,10,2,72,3,132.28383460000623,,132.2708774000057,132.28383460000623,133.27075810002862,133.27075810002862,133.28737630002433,133.70566510001663,l,0.4248994999798015,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
78,80,162,73,3,10,l,0.3250405000289902,None,10,3,73,6,133.72877560002962,,133.71308970003156,133.72877560002962,134.71214210003382,134.71214210003382,134.72885050001787,135.0473337000003,l,0.3250405000289902,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
49,60,89,74,4,10,t,2.601485799998045,None,10,4,74,4,135.06687899999088,,135.05417020001914,135.06687899999088,136.0541728999815,136.0541728999815,136.0707891000202,138.67263530002674,t,2.601485799998045,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
27,50,21,75,5,10,l,0.5178536000312306,None,10,5,75,2,138.69566060003126,,138.6799962000223,138.69566060003126,139.67896430002293,139.67896430002293,139.69567049999023,140.21411549998447,l,0.5178536000312306,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
67,75,119,76,6,10,t,1.2332553999731317,None,10,6,76,5,140.23271000001114,,140.22082139999839,140.23271000001114,141.22916620003525,141.22916620003525,141.245749099995,142.4651581000071,t,1.2332553999731317,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
15,35,13,77,0,11,l,1.3392952000140212,None,11,0,77,1,142.48440280003706,,142.47209210001165,142.48440280003706,143.47118480002973,143.47118480002973,143.48780559998704,144.82294670003466,l,1.3392952000140212,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
49,60,89,78,1,11,t,0.38372420001542196,None,11,1,78,4,144.84587730001658,,144.8301700000302,144.84587730001658,145.82929750002222,145.82929750002222,145.84594640001887,146.21539160003886,t,0.38372420001542196,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
40,55,62,79,2,11,t,1.20904560002964,None,11,2,79,3,146.23511250002775,,146.2228511000285,146.23511250002775,147.22138860000996,147.22138860000996,147.23798929998884,148.43965640000533,t,1.20904560002964,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
78,80,162,80,3,11,l,0.047300799982622266,None,11,3,80,6,148.462772400002,,148.44692210003268,148.462772400002,149.44617210002616,149.44617210002616,149.462786899996,149.4982200000086,l,0.047300799982622266,None,103354,001,2024-11-18_12h02.20.444,delay_discounting,2024.2.1post4,60.04606734413178,2024-11-18 12h02.31.412653 +0530,
