thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixtion.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
35,0,35,[0.4116666666666667],[0.205],[1],[0],[0],[1.4411939999999959],['target'],35,0,35,0,84.23470980000002,,10,84.22002139999995,84.23470980000002,84.23470980000002,0.026029800000060277,85.66165569999998,[0.4116666666666667],[0.205],[1],[0],[0],[1.4411939999999959],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
36,0,36,[0.01],[0.05],[1],[0],[0],[6.131530999999995],['target'],36,0,36,0,85.7168795,,10,85.69605139999999,85.7168795,85.7168795,0.03422030000001541,91.8280428999999,[0.01],[0.05],[1],[0],[0],[6.131530999999995],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
37,0,37,[-0.48833333333333334],[0.285],[1],[0],[0],[1.4783300000001418],['target'],37,0,37,0,91.86284339999997,,5,91.84978909999995,91.86284339999997,91.86284339999997,0.02157460000012179,93.3285292999999,[-0.48833333333333334],[0.285],[1],[0],[0],[1.4783300000001418],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
38,0,38,[0.385],[-0.12333333333333334],[1],[0],[0],[2.46973150000008],['target'],38,0,38,0,93.35570830000006,,5,93.34170919999997,93.35570830000006,93.35570830000006,0.013050099999873055,95.81187150000005,[0.385],[-0.12333333333333334],[1],[0],[0],[2.46973150000008],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
39,0,39,[0.26166666666666666],[0.4216666666666667],[1],[0],[0],[1.4203211000001374],['target'],39,0,39,0,95.85484659999997,,10,95.84026199999994,95.85484659999997,95.85484659999997,0.028200599999991027,97.26099040000008,[0.26166666666666666],[0.4216666666666667],[1],[0],[0],[1.4203211000001374],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
40,0,40,[0.31166666666666665],[0.04],[1],[0],[0],[1.8874739000000318],['target'],40,0,40,0,97.28922620000003,,5,97.27418560000001,97.28922620000003,97.28922620000003,0.013026400000171634,99.16207400000008,[0.31166666666666665],[0.04],[1],[0],[0],[1.8874739000000318],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
41,0,41,[0.265],[0.19],[1],[0],[0],[1.4201104999999643],['target'],41,0,41,0,99.18920389999994,,5,99.17501010000001,99.18920389999994,99.18920389999994,0.012805800000023737,100.5955199,[0.265],[0.19],[1],[0],[0],[1.4201104999999643],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
42,0,42,[-0.32166666666666666],[-0.07833333333333334],[1],[0],[0],[3.156328799999983],['target'],42,0,42,0,100.63808180000001,,10,100.62348339999994,100.63808180000001,100.63808180000001,0.027805400000033842,103.7803108999999,[-0.32166666666666666],[-0.07833333333333334],[1],[0],[0],[3.156328799999983],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
43,0,43,[0.435],[-0.36333333333333334],[1],[0],[0],[2.5208368999999493],['target'],43,0,43,0,103.82142750000003,,10,103.80663750000008,103.82142750000003,103.82142750000003,0.02607239999997546,106.32797740000001,[0.435],[-0.36333333333333334],[1],[0],[0],[2.5208368999999493],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
44,0,44,[0.16333333333333333],[0.465],[1],[0],[0],[2.2033058999998048],['target'],44,0,44,0,106.37558169999988,,10,106.35979640000005,106.37558169999988,106.37558169999988,0.0316454999999678,108.56362050000007,[0.16333333333333333],[0.465],[1],[0],[0],[2.2033058999998048],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
45,0,45,[-0.09],[0.16333333333333333],[1],[0],[0],[2.664367600000105],['target'],45,0,45,0,108.61327340000003,,10,108.59825769999998,108.61327340000003,108.61327340000003,0.034405299999889394,111.26308109999991,[-0.09],[0.16333333333333333],[1],[0],[0],[2.664367600000105],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
46,0,46,[-0.26],[0.34],[1],[0],[0],[1.970638000000008],['target'],46,0,46,0,111.30609600000003,,10,111.29145760000006,111.30609600000003,111.30609600000003,0.028155799999922237,113.26260060000004,[-0.26],[0.34],[1],[0],[0],[1.970638000000008],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
47,0,47,[-0.2633333333333333],[0.38333333333333336],[1],[0],[0],[3.023912899999914],['target'],47,0,47,0,113.30335549999995,,10,113.28846429999999,113.30335549999995,113.30335549999995,0.02570330000003196,116.31280599999991,[-0.2633333333333333],[0.38333333333333336],[1],[0],[0],[3.023912899999914],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
48,0,48,[0.3566666666666667],[0.08],[1],[0],[0],[4.518091500000082],['target'],48,0,48,0,116.34038059999989,,5,116.32901470000002,116.34038059999989,116.34038059999989,0.015968299999940427,120.84757059999993,[0.3566666666666667],[0.08],[1],[0],[0],[4.518091500000082],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
49,0,49,[0.45666666666666667],[-0.29],[1],[0],[0],[2.299145200000112],['target'],49,0,49,0,120.87788120000005,,5,120.8640057,120.87788120000005,120.87788120000005,0.016253499999947962,123.16362409999988,[0.45666666666666667],[-0.29],[1],[0],[0],[2.299145200000112],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
50,0,50,[-0.30666666666666664],[0.19666666666666666],[1],[0],[0],[3.0690572999999404],['target'],50,0,50,0,123.19028090000006,,5,123.17780519999997,123.19028090000006,123.19028090000006,0.014013299999987794,126.2473078999999,[-0.30666666666666664],[0.19666666666666666],[1],[0],[0],[3.0690572999999404],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
51,0,51,[0.01],[0.375],[1],[0],[0],[1.6835719999999128],['target'],51,0,51,0,126.27466479999998,,5,126.26366619999999,126.27466479999998,126.27466479999998,0.016182200000002922,127.94762579999997,[0.01],[0.375],[1],[0],[0],[1.6835719999999128],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
52,0,52,[0.4166666666666667],[-0.10833333333333334],[1],[0],[0],[2.581813499999953],['target'],52,0,52,0,128.00044789999993,,10,127.98023560000001,128.00044789999993,128.00044789999993,0.03247729999998228,130.56250509999995,[0.4166666666666667],[-0.10833333333333334],[1],[0],[0],[2.581813499999953],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
53,0,53,[-0.23333333333333334],[0.4116666666666667],[1],[0],[0],[2.291382899999917],['target'],53,0,53,0,130.60293890000003,,10,130.58821839999996,130.60293890000003,130.60293890000003,0.02554299999997056,132.8800108999999,[-0.23333333333333334],[0.4116666666666667],[1],[0],[0],[2.291382899999917],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
54,0,54,[-0.43833333333333335],[0.47],[1],[0],[0],[1.72362360000011],['target'],54,0,54,0,132.9211267999999,,10,132.90628829999991,132.9211267999999,132.9211267999999,0.026104300000042713,134.6303487,[-0.43833333333333335],[0.47],[1],[0],[0],[1.72362360000011],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
55,0,55,[-0.5083333333333333],[0.36],[1],[0],[0],[1.4882769999999255],['target'],55,0,55,0,134.6730121999999,,10,134.65837379999994,134.6730121999999,134.6730121999999,0.027795699999842327,136.1470829,[-0.5083333333333333],[0.36],[1],[0],[0],[1.4882769999999255],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
56,0,56,[0.09833333333333333],[0.4766666666666667],[1],[0],[0],[1.900629699999854],['target'],56,0,56,0,136.17418939999993,,5,136.1630035999999,136.17418939999993,136.17418939999993,0.015678600000001097,138.06406659999993,[0.09833333333333333],[0.4766666666666667],[1],[0],[0],[1.900629699999854],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
57,0,57,[0.115],[0.375],[1],[0],[0],[1.1842134999999416],['target'],57,0,57,0,138.09117390000006,,5,138.07990629999995,138.09117390000006,138.09117390000006,0.015676900000016758,139.26458049999997,[0.115],[0.375],[1],[0],[0],[1.1842134999999416],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
58,0,58,[-0.3333333333333333],[-0.023333333333333334],[1],[0],[0],[2.371392799999967],['target'],58,0,58,0,139.3059687,,10,139.2913423,139.3059687,139.3059687,0.026605900000049587,141.66324889999987,[-0.3333333333333333],[-0.023333333333333334],[1],[0],[0],[2.371392799999967],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
59,0,59,[0.3616666666666667],[0.49333333333333335],[1],[0],[0],[5.051262800000131],['target'],59,0,59,0,141.71187579999992,,10,141.69672949999995,141.71187579999992,141.71187579999992,0.033184500000061234,146.74842360000002,[0.3616666666666667],[0.49333333333333335],[1],[0],[0],[5.051262800000131],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
60,0,60,[-0.4633333333333333],[-0.14],[1],[0],[0],[2.731657000000041],['target'],60,0,60,0,146.80082089999996,,10,146.78247809999993,146.80082089999996,146.80082089999996,0.03389629999992394,149.5145803999999,[-0.4633333333333333],[-0.14],[1],[0],[0],[2.731657000000041],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
61,0,61,[0.24333333333333335],[0.0016666666666666668],[1],[0],[0],[2.3075301999999738],['target'],61,0,61,0,149.55566109999995,,10,149.54103039999995,149.55566109999995,149.55566109999995,0.026294700000107696,151.84894359999998,[0.24333333333333335],[0.0016666666666666668],[1],[0],[0],[2.3075301999999738],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
62,0,62,[-0.09833333333333333],[-0.20833333333333334],[1],[0],[0],[2.0508486999999604],['target'],62,0,62,0,151.8772887,,5,151.86546629999998,151.8772887,151.8772887,0.0163539000000128,153.91677249999998,[-0.09833333333333333],[-0.20833333333333334],[1],[0],[0],[2.0508486999999604],['target'],104309,001,2024-10-10_13h58.29.525,visual search,2024.2.1post4,60.023144924646346,2024-10-10 13h59.11.346411 +0530,
