reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
49,60,89,31,3,4,l,0.5911450000130571,None,4,3,31,4,69.35766659997171,,69.34224949998315,69.35766659997171,70.34111450001365,70.34111450001365,70.3577426999691,70.94313759997021,l,0.5911450000130571,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
78,80,162,32,4,4,t,0.5035750999813899,None,4,4,32,6,70.96340790000977,,70.95038039999781,70.96340790000977,71.94978670001728,71.94978670001728,71.96637400001055,72.46824349998496,t,0.5035750999813899,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
40,55,62,33,5,4,t,0.41234959999565035,None,4,5,33,3,72.49187889997847,,72.47599259996787,72.49187889997847,73.47446990001481,73.47446990001481,73.49109630001476,73.8929119000095,t,0.41234959999565035,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
11,30,7,34,6,4,l,0.30465929995989427,None,4,6,34,0,73.91253049997613,,73.90001400001347,73.91253049997613,74.89988340000855,74.89988340000855,74.91653609997593,75.21838550001848,l,0.30465929995989427,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
11,30,7,35,0,5,l,0.7289197000209242,None,5,0,35,0,75.2330171999638,,75.21875409997301,75.2330171999638,76.23318679997465,76.23318679997465,76.23318679997465,76.96829839999555,l,0.7289197000209242,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
78,80,162,36,1,5,t,0.11740839999401942,None,5,1,36,6,76.9912829999812,,76.97650150000118,76.9912829999812,77.97447209997335,77.97447209997335,77.99121020000894,78.10941219999222,t,0.11740839999401942,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
40,55,62,37,2,5,t,0.14705799997318536,None,5,2,37,3,78.1273517999798,,78.11579800001346,78.1273517999798,79.12455249996856,79.12455249996856,79.14123569999356,79.27642150002066,t,0.14705799997318536,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
27,50,21,38,3,5,l,0.13153969997074455,None,5,3,38,2,79.29450339998584,,79.28246969997417,79.29450339998584,80.29127420001896,80.29127420001896,80.30791319999844,80.42596369999228,l,0.13153969997074455,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
15,35,13,39,4,5,t,0.35820600000442937,None,5,4,39,1,80.4429228999652,,80.430968199973,80.4429228999652,81.44129119999707,81.44129119999707,81.45797649997985,81.80974110000534,t,0.35820600000442937,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
67,75,119,40,5,5,l,0.6778044999809936,None,5,5,40,5,81.8277945999871,,81.81623429997126,81.8277945999871,82.82469879998825,82.82469879998825,82.8413572999998,83.51027570001315,l,0.6778044999809936,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
49,60,89,41,6,5,t,0.46440210001310334,None,5,6,41,4,83.5302163999877,,83.51797749998514,83.5302163999877,84.51700180000626,84.51700180000626,84.53360099997371,84.98576449998654,t,0.46440210001310334,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
15,35,13,42,0,6,l,0.9576222999603488,None,6,0,42,1,85.00817360001383,,84.99477649998153,85.00817360001383,85.99165729997912,85.99165729997912,86.00824399996782,86.9596673999913,l,0.9576222999603488,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
11,30,7,43,1,6,l,0.72173190000467,None,6,1,43,0,86.97634860000107,,86.9642289999756,86.97634860000107,87.97498489997815,87.97498489997815,87.99155639996752,88.71021619997919,l,0.72173190000467,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
40,55,62,44,2,6,t,0.5774712999700569,None,6,2,44,3,88.73010929999873,,88.71753149997676,88.73010929999873,89.71716060000472,89.71716060000472,89.73369550000643,90.30212389997905,t,0.5774712999700569,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
67,75,119,45,3,6,t,0.8753522000042722,None,6,3,45,5,90.32506569998804,,90.30602139997063,90.32506569998804,91.30849550000858,91.30849550000858,91.32511400000658,92.19311340001877,t,0.8753522000042722,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
27,50,21,46,4,6,l,0.2906582000432536,None,6,4,46,2,92.21004580002045,,92.1981985999737,92.21004580002045,93.20874239999102,93.20874239999102,93.22541640000418,93.51008390000788,l,0.2906582000432536,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
78,80,162,47,5,6,t,0.4817563999677077,None,6,5,47,6,93.53090359998168,,93.51894959999481,93.53090359998168,94.51741959998617,94.51741959998617,94.53394659998594,95.00234740000451,t,0.4817563999677077,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
49,60,89,48,6,6,l,0.27490299998316914,None,6,6,48,4,95.02530649997061,,95.0072362999781,95.02530649997061,96.00869549997151,96.00869549997151,96.02545590000227,96.29415069997776,l,0.27490299998316914,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
27,50,21,49,0,7,t,1.1446683999965899,None,7,0,49,2,96.31057480000891,,96.29891509999288,96.31057480000891,97.30864629999269,97.30864629999269,97.32540400000289,98.46078289998695,t,1.1446683999965899,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
67,75,119,50,1,7,l,0.5643533999682404,None,7,1,50,5,98.48107679997338,,98.46884230000433,98.48107679997338,99.46767919999547,99.46767919999547,99.4841837999993,100.03537190001225,l,0.5643533999682404,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
11,30,7,51,2,7,t,0.507365999976173,None,7,2,51,0,100.05884229997173,,100.04010819998803,100.05884229997173,101.042232399981,101.042232399981,101.05895289999899,101.56018969998695,t,0.507365999976173,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
15,35,13,52,3,7,t,0.8371051999856718,None,7,3,52,1,101.57755479996558,,101.56570410000859,101.57755479996558,102.55915380001534,102.55915380001534,102.59248350001872,103.41049400001066,t,0.8371051999856718,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
49,60,89,53,4,7,t,2.755891699984204,None,7,4,53,4,103.42848599998979,,103.41590889997315,103.42848599998979,104.42585900000995,104.42585900000995,104.44260670000222,107.1946561000077,t,2.755891699984204,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
40,55,62,54,5,7,t,0.7828533000429161,None,7,5,54,3,107.21443250001175,,107.20159259997308,107.21443250001175,108.20137039996916,108.20137039996916,108.21797449997393,108.98707289999584,t,0.7828533000429161,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
78,80,162,55,6,7,t,0.6176145999925211,None,7,6,55,6,109.0094064999721,,108.99537039996358,109.0094064999721,109.99276499997359,109.99276499997359,110.00950939999893,110.62772679998307,t,0.6176145999925211,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
78,80,162,56,0,8,l,0.2324500000104308,None,8,0,56,6,110.64283109997632,,110.62808910000604,110.64283109997632,111.64301190001424,111.64301190001424,111.64301190001424,111.87875039997743,l,0.2324500000104308,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
49,60,89,57,1,8,l,1.04322890000185,None,8,1,57,4,111.89909590000752,,111.88655900000595,111.89909590000752,112.88493339996785,112.88493339996785,112.90152070001932,113.9368650999968,l,1.04322890000185,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
27,50,21,58,2,8,l,1.591751000029035,None,8,2,58,2,113.95961179997539,,113.9442908000201,113.95961179997539,114.9430374999647,114.9430374999647,114.95970050001051,116.54506570001831,l,1.591751000029035,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
15,35,13,59,3,8,l,1.6709874999942258,None,8,3,59,1,116.56592749996344,,116.55320600001141,116.56592749996344,117.55190169997513,117.55190169997513,117.56839759997092,119.23726379999425,l,1.6709874999942258,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
67,75,119,60,4,8,l,0.8606973999994807,None,8,4,60,5,119.25967599998694,,119.24454069999047,119.25967599998694,120.24328559997957,120.24328559997957,120.2599157000077,121.11278119997587,l,0.8606973999994807,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
40,55,62,61,5,8,l,0.555930599977728,None,8,5,61,3,121.13397839997197,,121.11881060001906,121.13397839997197,122.11868389998563,122.11868389998563,122.13527189998422,122.68692469998496,l,0.555930599977728,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
11,30,7,62,6,8,l,0.8791799999889918,None,8,6,62,0,122.71002649998991,,122.69481489999453,122.71002649998991,123.69342849997338,123.69342849997338,123.71006589999888,124.57847710000351,l,0.8791799999889918,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
40,55,62,63,0,9,t,0.5261214000056498,None,9,0,63,3,124.59837099997094,,124.58535979996668,124.59837099997094,125.58552099997178,125.58552099997178,125.60213590000058,126.12086670001736,t,0.5261214000056498,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
49,60,89,64,1,9,t,0.5663019000203349,None,9,1,64,4,126.14339230000041,,126.12856829998782,126.14339230000041,127.12697440001648,127.12697440001648,127.14363810000941,127.69613699999172,t,0.5663019000203349,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
67,75,119,65,2,9,t,0.3654437999939546,None,9,2,65,5,127.71519000001717,,127.7028888000059,127.71519000001717,128.70230110001285,128.70230110001285,128.71886059996905,129.0700936000212,t,0.3654437999939546,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
15,35,13,66,3,9,t,0.5169982999796048,None,9,3,66,1,129.09365240001353,,129.07418890000554,129.09365240001353,130.0768738000188,130.0768738000188,130.09358119999524,130.5954986999859,t,0.5169982999796048,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
27,50,21,67,4,9,t,0.3068630999769084,None,9,4,67,2,130.61190079996595,,130.6001435999642,130.61190079996595,131.61038440000266,131.61038440000266,131.62714240001515,131.9292869999772,t,0.3068630999769084,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
78,80,162,68,5,9,t,1.5458906999556348,None,9,5,68,6,131.95010369998636,,131.93797179998364,131.95010369998636,132.93594110000413,132.93594110000413,132.95241379999788,134.48785580002004,t,1.5458906999556348,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
11,30,7,69,6,9,l,1.4523665999877267,None,9,6,69,0,134.51053989998763,,134.4963451999938,134.51053989998763,135.49417289998382,135.49417289998382,135.5106087999884,136.96255379996728,l,1.4523665999877267,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
49,60,89,70,0,10,l,0.3857756999786943,None,10,0,70,4,136.9822474999819,,136.96997109998483,136.9822474999819,137.96938369999407,137.96938369999407,137.98593779996736,138.37094270001398,l,0.3857756999786943,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
40,55,62,71,1,10,l,0.40355709998402745,None,10,1,71,3,138.39402339997469,,138.37977100000717,138.39402339997469,139.37749250000343,139.37749250000343,139.39414140000008,139.79513470001984,l,0.40355709998402745,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
67,75,119,72,2,10,t,0.4644803999690339,None,10,2,72,5,139.8105303000193,,139.79867410002043,139.8105303000193,140.79415359999985,140.79415359999985,140.81080979999388,141.2628204000066,t,0.4644803999690339,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
15,35,13,73,3,10,t,0.28766960004577413,None,10,3,73,1,141.28217969997786,,141.26977529999567,141.28217969997786,142.26958570000716,142.26958570000716,142.28618459997233,142.57110349996947,t,0.28766960004577413,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
78,80,162,74,4,10,t,0.0618112999945879,None,10,4,74,6,142.59431489999406,,142.57952069997555,142.59431489999406,143.57759870000882,143.57759870000882,143.59426629997324,143.64648479997413,t,0.0618112999945879,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
27,50,21,75,5,10,t,0.5738100999733433,None,10,5,75,2,143.6659753000131,,143.65325789997587,143.6659753000131,144.65301499998895,144.65301499998895,144.6696030999883,145.23792009998579,t,0.5738100999733433,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
11,30,7,76,6,10,t,0.04542500001844019,None,10,6,76,0,145.26099310000427,,145.24631429999135,145.26099310000427,146.24441569996998,146.24441569996998,146.2610404000152,146.29658319998998,t,0.04542500001844019,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
15,35,13,77,0,11,t,0.004484899982344359,None,11,0,77,1,146.31624409998767,,146.3033609999693,146.31624409998767,147.30317410000134,147.30317410000134,147.31976310000755,147.32157879997976,t,0.004484899982344359,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
78,80,162,78,1,11,t,1.1498668999993242,None,11,1,78,6,147.34464349999325,,147.33004799997434,147.34464349999325,148.32789750001393,148.32789750001393,148.34455609996803,149.47988679999253,t,1.1498668999993242,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
11,30,7,79,2,11,t,0.33283879997907206,None,11,2,79,0,149.4955845999648,,149.48393789998954,149.4955845999648,150.49464879999869,150.49464879999869,150.49464879999869,150.83022780000465,t,0.33283879997907206,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
40,55,62,80,3,11,t,0.5513886999688111,None,11,3,80,3,150.85238980001304,,150.83947020000778,150.85238980001304,151.8367066999781,151.8367066999781,151.8533749000053,152.4051490999991,t,0.5513886999688111,None,060477,001,2024-11-18_11h54.18.859,delay_discounting,2024.2.1post4,60.89392279506346,2024-11-18 11h54.28.963114 +0530,
