study_word,thisN,thisTrialN,thisRepN,slider.response,slider.rt,test_word,reference,old_new,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,text_2.started,textbox.started,text_3.started,mouse.started,test.stopped,trials_2.textbox.text,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,trials_2.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
marble,10,10,0,5,2.3115192000004754,,,,,,,,,,,,0,10,10,12,,,,,27.21013529999982,,27.18595590000041,27.21013529999982,27.21013529999982,29.52956600000016,5,2.3115192000004754,,,,,,,,,,,,,,,807020,001,2024-11-03_03h37.37.003,wordpriming,2024.2.1post4,59.96411747221703,2024-11-03 03h37.44.485715 +0530,
orange,11,11,0,5,1.327987800000301,,,,,,,,,,,,0,11,11,9,,,,,29.560220299999855,,29.53602099999989,29.560220299999855,29.560220299999855,30.882300600000235,5,1.327987800000301,,,,,,,,,,,,,,,807020,001,2024-11-03_03h37.37.003,wordpriming,2024.2.1post4,59.96411747221703,2024-11-03 03h37.44.485715 +0530,
piano,12,12,0,4.003703703703704,1.997793399999864,,,,,,,,,,,,0,12,12,4,,,,,30.902236599999924,,30.88518550000026,30.902236599999924,30.902236599999924,32.91153940000004,4.003703703703704,1.997793399999864,,,,,,,,,,,,,,,807020,001,2024-11-03_03h37.37.003,wordpriming,2024.2.1post4,59.96411747221703,2024-11-03 03h37.44.485715 +0530,
book,13,13,0,2.0037037037037035,2.3182285000002594,,,,,,,,,,,,0,13,13,2,,,,,32.93096280000009,,32.9142568999996,32.93096280000009,32.93096280000009,35.26231579999967,2.0037037037037035,2.3182285000002594,,,,,,,,,,,,,,,807020,001,2024-11-03_03h37.37.003,wordpriming,2024.2.1post4,59.96411747221703,2024-11-03 03h37.44.485715 +0530,
vase,14,14,0,2.0037037037037035,0.9314327000001867,,,,,,,,,,,,0,14,14,0,,,,,35.28393919999962,,35.26711660000001,35.28393919999962,35.28393919999962,36.229534899999635,2.0037037037037035,0.9314327000001867,,,,,,,,,,,,,,,807020,001,2024-11-03_03h37.37.003,wordpriming,2024.2.1post4,59.96411747221703,2024-11-03 03h37.44.485715 +0530,
,0,0,0,,,t_b_e,table,new,table,[0.09166666666666666],[-0.29907407407407405],[1],[0],[0],[4.060879900000145],['text_3'],,,,,0,0,0,16,36.28277419999995,,,,,,,,36.25256770000033,36.28277419999995,36.28277419999995,36.28277419999995,0.023010400000202935,40.31460530000004,table,[0.09166666666666666],[-0.29907407407407405],[1],[0],[0],[4.060879900000145],['text_3'],807020,001,2024-11-03_03h37.37.003,wordpriming,2024.2.1post4,59.96411747221703,2024-11-03 03h37.44.485715 +0530,
,1,1,0,,,b_a_d,board,old,,[],[],[],[],[],[],[],,,,,0,1,1,13,40.34423289999995,,,,,,,,40.31978330000038,40.34423289999995,40.34423289999995,40.34423289999995,0.004918999999972584,50.3283021999996,,[],[],[],[],[],[],[],807020,001,2024-11-03_03h37.37.003,wordpriming,2024.2.1post4,59.96411747221703,2024-11-03 03h37.44.485715 +0530,
,2,2,0,,,_ia_o,piano,old,piano,[0.10277777777777777],[-0.3101851851851852],[1],[0],[0],[4.148045400000228],['text_3'],,,,,0,2,2,4,50.36123409999982,,,,,,,,50.33410739999999,50.36123409999982,50.36123409999982,50.36123409999982,0.019242299999859824,54.48315569999977,piano,[0.10277777777777777],[-0.3101851851851852],[1],[0],[0],[4.148045400000228],['text_3'],807020,001,2024-11-03_03h37.37.003,wordpriming,2024.2.1post4,59.96411747221703,2024-11-03 03h37.44.485715 +0530,
,3,3,0,,,k_y_,keys,old,keys,[0.08796296296296297],[-0.30092592592592593],[1],[0],[0],[8.02654419999999],['text_3'],,,,,0,3,3,10,54.513151899999684,,,,,,,,54.48814880000009,54.513151899999684,54.513151899999684,54.513151899999684,0.004746099999465514,62.51575580000008,keys,[0.08796296296296297],[-0.30092592592592593],[1],[0],[0],[8.02654419999999],['text_3'],807020,001,2024-11-03_03h37.37.003,wordpriming,2024.2.1post4,59.96411747221703,2024-11-03 03h37.44.485715 +0530,
,4,4,0,,,b_tt_e,bottle,new,,[],[],[],[],[],[],[],,,,,0,4,4,17,62.5451094,,,,,,,,62.520869900000434,62.5451094,62.5451094,62.5451094,0.004888399999799731,72.52915260000009,,[],[],[],[],[],[],[],807020,001,2024-11-03_03h37.37.003,wordpriming,2024.2.1post4,59.96411747221703,2024-11-03 03h37.44.485715 +0530,
,5,5,0,,,p_l_ce,police,old,police,[0.08796296296296297],[-0.30092592592592593],[1],[0],[0],[7.63058589999946],['text_3'],,,,,0,5,5,11,72.5621699000003,,,,,,,,72.53492740000002,72.5621699000003,72.5621699000003,72.5621699000003,0.01895039999999426,80.16667349999989,police,[0.08796296296296297],[-0.30092592592592593],[1],[0],[0],[7.63058589999946],['text_3'],807020,001,2024-11-03_03h37.37.003,wordpriming,2024.2.1post4,59.96411747221703,2024-11-03 03h37.44.485715 +0530,
,6,6,0,,,c_s_i_n,cushion,old,cushion,[0.05],[-0.3101851851851852],[1],[0],[0],[9.24265209999976],['text_3'],,,,,0,6,6,3,80.19956439999987,,,,,,,,80.17234350000035,80.19956439999987,80.19956439999987,80.19956439999987,0.005438900000626745,89.41595659999984,cushion,[0.05],[-0.3101851851851852],[1],[0],[0],[9.24265209999976],['text_3'],807020,001,2024-11-03_03h37.37.003,wordpriming,2024.2.1post4,59.96411747221703,2024-11-03 03h37.44.485715 +0530,
,7,7,0,,,_oo_,book,old,cook,[0.05],[-0.3101851851851852],[1],[0],[0],[7.951062900000579],['text_3'],,,,,0,7,7,2,89.43548929999997,,,,,,,,89.41849759999968,89.43548929999997,89.43548929999997,89.43548929999997,0.00242549999984476,97.37065749999965,cook,[0.05],[-0.3101851851851852],[1],[0],[0],[7.951062900000579],['text_3'],807020,001,2024-11-03_03h37.37.003,wordpriming,2024.2.1post4,59.96411747221703,2024-11-03 03h37.44.485715 +0530,
,8,8,0,,,_as_r_,pastry,old,pastry,[0.05],[-0.3101851851851852],[1],[0],[0],[7.693456999999398],['text_3'],,,,,0,8,8,8,97.39857779999966,,,,,,,,97.37580789999993,97.39857779999966,97.39857779999966,97.39857779999966,0.004923499999677006,105.07046330000048,pastry,[0.05],[-0.3101851851851852],[1],[0],[0],[7.693456999999398],['text_3'],807020,001,2024-11-03_03h37.37.003,wordpriming,2024.2.1post4,59.96411747221703,2024-11-03 03h37.44.485715 +0530,
,9,9,0,,,_r_i_e,cruise,new,arise,[0.05],[-0.3101851851851852],[1],[0],[0],[5.02715629999966],['text_3'],,,,,0,9,9,19,105.09820579999996,,,,,,,,105.07556000000022,105.09820579999996,105.09820579999996,105.09820579999996,0.004868499999247433,110.10402700000031,arise,[0.05],[-0.3101851851851852],[1],[0],[0],[5.02715629999966],['text_3'],807020,001,2024-11-03_03h37.37.003,wordpriming,2024.2.1post4,59.96411747221703,2024-11-03 03h37.44.485715 +0530,
,10,10,0,,,o_a_g_,orange,old,orange,[0.05],[-0.3101851851851852],[1],[0],[0],[5.873845999999503],['text_3'],,,,,0,10,10,9,110.13144680000005,,,,,,,,110.10915029999978,110.13144680000005,110.13144680000005,110.13144680000005,0.00490059999992809,115.98436349999974,orange,[0.05],[-0.3101851851851852],[1],[0],[0],[5.873845999999503],['text_3'],807020,001,2024-11-03_03h37.37.003,wordpriming,2024.2.1post4,59.96411747221703,2024-11-03 03h37.44.485715 +0530,
,11,11,0,,,p__c_l,pencil,new,pol,[],[],[],[],[],[],[],,,,,0,11,11,15,116.01404569999977,,,,,,,,115.98996280000028,116.01404569999977,116.01404569999977,116.01404569999977,0.0053508000000874745,125.98599759999979,pol,[],[],[],[],[],[],[],807020,001,2024-11-03_03h37.37.003,wordpriming,2024.2.1post4,59.96411747221703,2024-11-03 03h37.44.485715 +0530,
,12,12,0,,,m_u_e,mouse,old,mouse,[0.06574074074074074],[-0.30092592592592593],[1],[0],[0],[6.6117177999994965],['text_3'],,,,,0,12,12,14,126.01470619999964,,,,,,,,125.99131790000047,126.01470619999964,126.01470619999964,126.01470619999964,0.0067023000001427135,132.60427809999965,mouse,[0.06574074074074074],[-0.30092592592592593],[1],[0],[0],[6.6117177999994965],['text_3'],807020,001,2024-11-03_03h37.37.003,wordpriming,2024.2.1post4,59.96411747221703,2024-11-03 03h37.44.485715 +0530,
,13,13,0,,,c_m_r_,camera,old,camera,[0.06574074074074074],[-0.30092592592592593],[1],[0],[0],[7.410261399999399],['text_3'],,,,,0,13,13,6,132.63264679999975,,,,,,,,132.60981540000012,132.63264679999975,132.63264679999975,132.63264679999975,0.005306800000653311,140.02151500000036,camera,[0.06574074074074074],[-0.30092592592592593],[1],[0],[0],[7.410261399999399],['text_3'],807020,001,2024-11-03_03h37.37.003,wordpriming,2024.2.1post4,59.96411747221703,2024-11-03 03h37.44.485715 +0530,
,14,14,0,,,_a_e,vase,old,case,[0.06574074074074074],[-0.30092592592592593],[1],[0],[0],[8.079381400000784],['text_3'],,,,,0,14,14,0,140.0500892,,,,,,,,140.0261277999998,140.0500892,140.0500892,140.0500892,0.004372200000034354,148.10676260000037,case,[0.06574074074074074],[-0.30092592592592593],[1],[0],[0],[8.079381400000784],['text_3'],807020,001,2024-11-03_03h37.37.003,wordpriming,2024.2.1post4,59.96411747221703,2024-11-03 03h37.44.485715 +0530,
,15,15,0,,,_h_r_,chart,new,chart,[0.06574074074074074],[-0.30092592592592593],[1],[0],[0],[8.69072849999975],['text_3'],,,,,0,15,15,18,148.13574679999965,,,,,,,,148.11195120000048,148.13574679999965,148.13574679999965,148.13574679999965,0.00495760000012524,156.80436809999992,chart,[0.06574074074074074],[-0.30092592592592593],[1],[0],[0],[8.69072849999975],['text_3'],807020,001,2024-11-03_03h37.37.003,wordpriming,2024.2.1post4,59.96411747221703,2024-11-03 03h37.44.485715 +0530,
,16,16,0,,,_a_t_p,laptop,old,laptop,[],[],[],[],[],[],[],,,,,0,16,16,7,156.83238770000025,,,,,,,,156.80965629999992,156.83238770000025,156.83238770000025,156.83238770000025,0.0050309000007473514,166.81954659999974,laptop,[],[],[],[],[],[],[],807020,001,2024-11-03_03h37.37.003,wordpriming,2024.2.1post4,59.96411747221703,2024-11-03 03h37.44.485715 +0530,
,17,17,0,,,_ar_l_,marble,old,,[],[],[],[],[],[],[],,,,,0,17,17,12,166.84961399999975,,,,,,,,166.82468340000014,166.84961399999975,166.84961399999975,166.84961399999975,0.020060300000295683,176.80568399999993,,[],[],[],[],[],[],[],807020,001,2024-11-03_03h37.37.003,wordpriming,2024.2.1post4,59.96411747221703,2024-11-03 03h37.44.485715 +0530,
,18,18,0,,,t_g_r,tiger,old,,[],[],[],[],[],[],[],,,,,0,18,18,1,176.83503949999977,,,,,,,,176.81102889999966,176.83503949999977,176.83503949999977,176.83503949999977,0.006406100000276638,186.8226813000001,,[],[],[],[],[],[],[],807020,001,2024-11-03_03h37.37.003,wordpriming,2024.2.1post4,59.96411747221703,2024-11-03 03h37.44.485715 +0530,
,19,19,0,,,p_o_e,phone,old,,[],[],[],[],[],[],[],,,,,0,19,19,5,186.85112759999993,,,,,,,,186.8281509999997,186.85112759999993,186.85112759999993,186.85112759999993,0.023527600000306848,196.8232664999996,,[],[],[],[],[],[],[],807020,001,2024-11-03_03h37.37.003,wordpriming,2024.2.1post4,59.96411747221703,2024-11-03 03h37.44.485715 +0530,
